,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0282564882800146,0,0.534957998783217,0,0.0583345070714635,0.0367884048752939,0.0864952694974798,0,0,0.0409028418216751,0,0,0,0,0
ETH,0,0,0,0,-0.118824122679296,0,0.0302554208643051,0,0,0,0.362153413913769,0,0,0,0,0
XRP,0,0,0,0,-0.0181946633369478,0,0,0,0,0,0,0,0,0,0,0
LTC,0.488876981125377,0,0,0,-0.00368047729809219,0,0,0.00398047163066602,0,0,0,0,0,0,0,-0.0108451508701168
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.0377031997052082,0,0,-0.0013476075584106,0,-0.0229592097598718,0.0682804659639093,0,0.0462576535755888,0.0786236418113107,0,0,0,0,-0.00903177982023446
XEM,0.974731788491146,0,0,0,0.0207312488172718,0,0,0.293521912924518,0,0.39364311582519,0.0936322860134874,0,0,0,0,0.116283365362907
XMR,0.573028832950938,0,0,0,-0.00966432977625026,0,-0.0103243131420143,0,0,0,0.0702923512334263,0,0,0,0,-0.0155955043906798
DOGE,0.233623154720228,0.064834500921678,0,0,0,0,0,0.0810269196298938,0,0.0762382352848601,0.0152360575370074,0,0,0,0,0
XLM,0,0,0.00624105489025682,0.361395973372316,-0.0426007190861482,0.193403761122285,0.190732469234651,0.0778044709560927,0,0,-0.212144519064253,0,-0.151775532626577,0,0,0.109390796324598
DGB,0,0.258111729996419,0,0,0,0,0.0978344600842175,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0172589193289528,0,0,0.0143303141223805,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,-0.0446655715721897
CVIX.Index,0,-0.114644450567667,0.0429292762733194,0,-0.012992215793152,0,0,0,0,0,0.0675560812204175,0,0,0,0,0.213958475791777
DXY.Curncy,0,0,0,0,-0.000562167187307491,0,0,-0.00993373993287547,-0.00843918539844979,0,-0.0020235480133409,0,0.0163498086666107,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,-0.0105082782690995,0,0,0,0,-0.0574940954751769
VIX.Index,0,0.0855493411652965,-0.0302777647032475,-0.159047525810482,0.0913404040560083,0,-0.0717418141361595,0,0,0.241264071163594,0,0,0.723370460969749,0,0,0
