,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0541022691488979,0,0.0336887152010557,0.22955467538264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.09391140258438,0.0200639345376479,0.199060875931793,0,0,0.16884588356153,0,0.081546385082782,0.0697236475557537,0,0,0,0,0,0,0,0,0
XRP,0,0.287602677184107,0,0,0.00222437431219076,0,0,0.147039840659025,0,0,0.0506963192731265,0,0,0,0,0,0,0,0,-0.0418409318505332
BCH,0,0.348139445448348,0,0,0,0,0,0.0239024116298673,0,0.216199027823771,0.132584669758729,0,0,0,0,0,0,0,0,0
EOS,0,0.365603581942559,0.0441564704260251,0.096984037963583,0,0,0,0,0,0.0685857396256766,0.00192640828923427,0,0,0,0,0,0,0,0,0
XLM,0,0,0.167156398878559,0,0,0,0,0.188273252794524,0,0.208633685260005,0,0,0,0.0244602828424617,0,0,0,0,0,0
LTC,0,0.223043553950375,0,0.109087505102585,0,0,0,-1.73472347597681e-18,0,0.0670013423608392,0.206208832401115,0.0371405720581505,0,0,0,0,0,0,0,0
ADA,0,0.140131115025438,0.161167395080765,0.0376745638159757,0,0.0792910140120727,0,0,0,0.146237638641336,0,0,0,0.278691285489806,0.0508696842423147,0,0,0,0,0
XMR,0,0.402328999411211,0.0234378017414059,0,0.191343617674501,0,0,0,0,0,0.0520398610889682,0,0,0.061784850117734,0,0,0,0,0,0
TRX,0,0.153010739274217,0.0699636721102438,0,0.103866216500866,0.0474017001881333,0,0.347907668201877,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.137183070374982,0.0465488446951099,0,0,0.0182208745428591,0,0.0222148855185115,0,0.211383633980842,0,0,0,0.270307086274635,0,0,0,0,0,0
DASH,0,0.30700104744767,0,0,0,0,0,0.118696719867063,0,0,0.142150565294823,0,0,0,0,0,0,0,0,0
BNB,0,0.205091749299388,0,0.0224178009803738,0.124016410134049,0,0,0,0.00778918172981581,0.0404443871169782,0,0,0,0.0242227942440277,0.0619689165340611,0,0,0,0,0
NEO,0,0.061042600639188,0,0,0.155553314955042,0,0,0.178785072650695,0,0,0.262319106070203,0,0,0,0,0,0,0,0,0
ETC,0,0.273710138384263,0.0140413602214169,0,0,0,0,0.113423976917553,0,0,0.112560780779355,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.00827258647668807,0,0,0,0,0,0,0,0,0,-0.0301211051892909
CVIX.Index,0,-0.116530038117937,0.0452504928872889,0,-0.0520704436628123,0,-0.0164237757704798,0,0,0,0,0,0.067280689442891,0.104452901117834,0,0,0,0,0,0.0586080454277036
DXY.Curncy,0,-0.0255117107243997,-0.0141520762556552,0.00157737060911301,0,-0.0208311795682825,0,0.0340008530823584,0,0,0,0.000856618025143984,0,0,0,0,0.0166918542397833,0,0,-0.0113788258250614
SPX.Index,0,0,-0.00748175011569193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912838785811686
VIX.Index,0,0,-0.196240243828096,0.15476982473308,0,0,0,0,0,0,0.168876534113583,0,-0.180882610390201,-0.185643521689742,0,-0.212393325636302,0,0,-3.33531981772244,0
