,BTC,ETH,XRP,BCH,LTC,DASH,NEO,XEM,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0521720641867914,0,0,0.237029370703417,0,0.037820508737087,0.0607579924968093,0,0.0109934010231,0.00759372778644085,0,0,0.0223114390808664,0.0624334166632961,0,0,0,0,0
ETH,0,0,0,0,0.218105239484707,0,0.0441398959632696,0.0300776148966248,0,0.108797185612594,0,0,0,0,0.0286502546140051,0,0,0,0,0
XRP,0,0.304303699676211,0,0,0,0.052748009738186,0.0481823315341534,0.00422141231925771,0.248638207231686,0.0323674404726262,0,0,0,0,0,0,0,0,0,0.0349350422231008
BCH,0,0,0,0,0.164707857861772,0,0.172398022698422,0,0.324166854920893,0,0.182743740053948,0,0,0.0249204485681233,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0.0790285025508733,0.0541877772140762,0,0,0.671456808766268,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0.0533442273322677,0,0.0499028033461388,0,0,0.026785339742341,0.111958198319419,0,0,0,0.0533898278594764,0,0,0,0,0
NEO,0,0,0,0.122007999363424,0.0224194319425588,0,0,0,0,0,0,0,0,0.126155028088422,0,0,0,0,0,0
XEM,0,0,0,0,0.09552874650204,0,0.0624811088173116,0,0,0.167519693878399,0,0,0.0214707836626293,0,0,0,0,0,0,0
XMR,0,0,0,0,0.182248654391274,0,0.065841402604171,0,0,0.0826338958743081,0,0,0,0,0.0197436501739108,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.169061704589545,0.119723819922182,0,0,1.73472347597681e-18,0,0.114978348149786,0.0854097704319177,0.253255805028455,0,0,0,0,0.0865850196013865
ETC,0,0.232902734868205,0,0.0707676547697422,0.405169406572547,0,0,0.043928554651102,0,0.0460791320495895,0,0,0,0.0212218194921605,0.0619033058869767,0,0,0,0,0
ADA,0,0,0,-0.0639909489995447,0,0,0,0.0731471141300006,0,0.0286082800681749,0,0,0,-0.0560494873778649,0,0,0,0,0,0
ZEC,0,0,0,0.06307579701044,0,0,0.0781940169465459,0.197385219413042,0.126800914640541,0.0834003502799031,0.0444671794403982,0,0,0,0.125395442102708,0,0,0,0,0
XLM,0,0,0,0,0,0,0.144814499311165,0.292211463671517,0,0.232036873625359,0.0883101155753727,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0.185084847786052,0,0.127898791563881,0,0,0.17191268807126,-1.0842021724855e-19,0,0.17338824248272,0.0209405702498762,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286647493254572
CVIX.Index,0,0,0.0420802178185137,0.0622795099310312,0,-0.0342293567316717,0,0,0,-0.0448225050023328,-0.0287641801735493,0.0311477651335044,-0.00877314541091288,0,0,0,0,0,0,0.0822715336489403
DXY.Curncy,0,0,0,0,-0.00234266711743626,-0.0182643793808596,0.00398525071023844,0,0,0,0,-0.00423578649411668,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,1.96813216036288e-06,0,0,0,0,0,-3.9563003578874e-06,0,0,0,0,0,0,-0.0355055528917173
VIX.Index,0.0395375057796147,0,0.11964157454651,-0.0782239735683537,0,0,-0.0318004349235129,0,0,0.134132375310201,-0.083602657176455,0.0110757606928864,0.078619613383194,0.0181587049243007,-0.121682387337069,0,0,0,0,0
