,BTC,ETH,XRP,XMR,LTC,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0624782251967478,0,0.0660160138381108,0.300490972109395,0.0154630355668859,0,-0.0047678012910259,0,0.0116562996349502,0,0,-0.0393286801463535,0,0,0,0,0.0103940758195588
ETH,0,0,0.31623819652616,0.018345335125104,0,0,0.272713589537867,0,0,0.0119312023903403,0,0.188759457376486,0.0313609699609804,0,0,0,0,-0.0109335437076817
XRP,0.0350154073279523,0.0754436427453837,0,0,0,0.0422097314859455,0.0491416972631215,0,0,-0.0299818522291628,0.0335623910788256,0.00817050212117484,0.0912670862788974,0,0,0,0,0
XMR,0,0,0,0,0,-0.0993703261195918,0.334526536550485,0.215449930808652,0,-0.0147217782364821,-0.0463927316086622,0.102566345721862,0,0,0,0,0,0.0395919678298472
LTC,0.487765169420807,0,0,0,0,0,0,0,0,0,0,-0.0281129669272582,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0.238654169188239,0,0,0,0,0
DASH,0,0,0,0.0539531959375585,0,0.115081430727282,0,0,0,0,0,0,0,0,0,0,0,0
XEM,-0.173717335339256,0.0478637261514179,0,0.0461426207745831,0,0.0994503013946276,0.0808377150963961,0,0,0.0248712699256931,0,-0.107401916734599,0.0713016945400029,0,0,0,0,0
DOGE,0,0,0,-0.070237004175454,0.151179975366516,0.0388933327125951,0,0.0153949082558014,0,-0.00890491604354936,0,0.0835473813269312,0,0,0.0751773701076368,0,0,0
ZEC,0,0.707849698508835,-0.401101646680576,0,0,0.349177047843889,0,-0.033892104643637,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0190795481400991
XLM,-0.185908640233445,0.254918704619207,0,0.0214892217893099,0,0,0.17304319373084,0.0612634274227791,0.332024193082694,0.00997305529655044,0,0.0307475455977485,0,0,0,0,0,-0.0399212728067236
NEO,0,0.21572628848582,0,4.33680868994202e-19,-0.127848133043541,-0.00946631221030206,0.0786163917234932,0,0,-0.127245477239483,-0.0787667196989979,0,-0.224980418077902,0,0,0,0,0
DGB,0,0,0,0.115172849828071,0,0.122484389510866,0,0,0,0,0,0,0,0,0.0103049792318753,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184291639541428
CVIX.Index,0,0,0,0.0455660021310219,0.0932352864461073,0.0192640270390321,0.0463865344513966,0,0,-0.0261484119857615,-0.023717933639234,0.0148739356854655,0.0207235558232966,0,0,0,0,0.0900945546855737
DXY.Curncy,0.0184252844293979,0,0,0,0.0037312708409197,0.0124471588987153,0,0.0073719719770881,0,-0.00204665532591064,-0.00661994766503389,0.00452611370976552,0.0167347327692686,0,0,0,0,-0.0212014819651241
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0.00507946641143472,0,0,0,0,0,-0.0421197159666148
VIX.Index,0,-0.335885367595354,0,0.145178694375858,0.0322448253743759,0.120320638898476,0,0.0602038561532222,0.0581101327942417,0,-0.0409124004886016,0.0971292146543441,0.0384047569207092,0,0.425690486265228,0,-1.68409253872855,0
