,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.125886508730783,0,0,0.155326579439084,0.0416497961987805,0.022829420382978,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
ETH,0,0,0.108230116442058,0,0,0.134701610615199,0.134503594516895,0,0.0622989923296263,0,0,0,0,0,0,0,0,0
DASH,0.512513511676888,0,0,0,0,0,0.0643337886111933,0,0.0955852229858615,0,0.25800399329175,0.0548197435691621,0,0,0,0,0,0
XRP,0.0376074575825947,0,0,0,0,0,0,0,0.0169389064442826,0.128392974301037,0.0719788927079885,0,0,0,0,0,0,0
LTC,0.0840889876688422,0,0,0,0,0.0489567070991596,0.110766027025728,0,0,0,0,0,0,0,0,0,0,0
XMR,0.508920801284341,0.253064128343902,0.0367366825497498,0,0.172672187448853,0,-1.73472347597681e-18,0,0,0,0.117404155860301,-0.112058193388788,-0.0976365914094393,0,0,0,0,-0.0432741794660589
ETC,0.13479988800592,0.0708295845850079,0.0973685002179599,0,0.084100199149631,0,0,0,0.124106147967824,0,0.0882462029033559,0.166592121285588,0,0,0,0,0,0
XEM,0.170547747922322,0,0.0287969356266727,0,0.39074001009112,-0.166705795601978,0,0,0.0735621162382706,0,0,0,-0.0591068153587371,0.571412830316143,-0.414732707008658,0,0,0
ZEC,0.125190403728651,0,0.415442663504875,0,0,0,0.163082817711257,-0.0244364987508295,0,0,0,0.0278669117256697,0,0,0,0,0,0
DOGE,0.120407710027351,0,0,0.101331687466659,0,0.107070326136233,0,0,0.0583363422720939,0,0.0864203741574853,0,0.023712942856344,0,0,0,0,-0.0222282313692733
XLM,0,0,-0.0707242934914379,0,0.241661305944219,0,0.213300114953977,0,0,0,0,0,0.0428169929895355,0,0,0,0,-0.113184881771839
NEO,0,0,0,0,0,0,0,0,0,0,0.106619346955329,0,0.217886850296473,0,0,0,0,0
DGB,0.272197045596791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0.106344969242154,0,0,0,-0.0676193427975338,0,0,0.0477229208595011,-0.0177309083994326,0,0,0,0,0,0,0
CVIX.Index,0,0.122813568327096,0,0.0826793017959735,0,0.0481233582533269,0,-0.0863837539524141,-0.135489241254993,0,0,-0.0209930240401854,0.00709845210407061,0,0,0,0,0.114627804166417
DXY.Curncy,0,0,0.0105605286329459,0,0.0096612829287625,0.008660493650339,-0.00429504832395753,-0.0151565559326417,0,0,0,-0.00644082828105322,0,0.105184593963842,0.0337706413379717,0,0,-0.0108637231716787
SPX.Index,0,0.0118089586536966,0.00731970925039409,0,0,0.000758114027620834,-0.0141653285917601,0.000695308847244327,0,0,0.00291754889476014,0,-5.42101086242752e-20,0,0,0,0,-0.0455531966604553
VIX.Index,0,0.0642202357844962,0,0,0.364017886302391,0,-0.308836353705647,-0.146517513440109,0,0,-0.0511046382480868,0.161579964890652,0,0,0.0543779890596364,0,0,0
