,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.283225768399815,0.105265150088618,0,0.12443260497298,0,0,0,0,0,0.0152755444752934,0,0,0,0,0
ETH,0,0,0.182464021089332,0,0.107826173654245,0,0,0,0,0,0,0.168189584059779,0.12731832625985,0,0,0,0,0
XRP,0.048555336257983,0.117752365633578,0,0,0,0,0.0152415882174878,0.0354778482486172,0,-4.33680868994202e-19,0.0598348911259832,0.00588141431134112,0,0,0,0,0,0
LTC,0.638247918046865,0,0,0,0,0,0,0,0,0.00312629088843564,0,0,0,0,0,0,0,0
XMR,0.45036049173325,0,0,0,0,0,0.316070852729699,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0,0,0,0.202501794921278,0,0.153597494861358,0.071074615016425,0,0,0,0.112103575779314,0.144958892856391,0,0,0,0,0.137920215737414
DASH,0.404325116713667,0.201696604148746,0,0,0.0766719388237376,0.335954998278168,0,0,0,0.0324731951858109,0.0708375452111009,-0.0937232107060124,-0.13705779371312,0,0,0,0,0
XEM,0,0,0,0.0706682886704,0,0.041859295741025,0.278121416283101,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.0648287215855233,0,0,0.177320101881299,-0.0490128524351976,0.061355945018275,0,0.125377285852099,0,-0.000240462888690612,-5.42101086242752e-20,0.0595155554770797,0,0,0,0,0,-0.00661490955991953
ZEC,0,0,0,0.421331924362922,0.185236069024765,0,0.206260143735761,0.345781488507227,0,0,0,0.145688888917561,0.37102774139623,-0.248458076736147,0,0,0,0
XLM,0,0.167650575114995,0,0,0,0.113507990132308,0.0231675437842904,0,0,0.0762039817347804,0,0.0501599818336449,0,0,0,0,0,0
NEO,0,0,0.408239973328869,-0.22814263406468,0,0,0.0531566343687316,0,0,0,-0.0240437779448614,0,0,0,0,0,0,0
DGB,0,0,0,0,0.107229600719903,0.146380460691971,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0401537192605909,0,0.0266628487788233,0.0290437088143252,0,0.0746492774893488,0,0,-0.0416892961602545,0.0118779894131257,-0.0045943891909528,0.0265372544804119,0,-0.223112121808348,0,0,-0.0355388128814202
CVIX.Index,0,0,0,0.0260209790964883,0.0842972807126879,0.0680952023734079,0,0,0,-0.0656597866557585,-0.033887871813297,0.015597678966622,0.0469521539428332,0,0,0,0,0.00937433892710831
DXY.Curncy,0,0,-0.0214638140476628,0.0138743699828321,0.00704109613142992,0.0139397743634219,0,0.0162592563187587,0.00200987390957607,-0.00636558402910991,-0.00465341412249416,0,0,0,0,0,0,0
SPX.Index,0,0,0,-0.000429848123936038,0.000343977791320613,0,0.00389233623123477,0,0,0,-0.00649176160099117,0.00541003171128363,0,0,0,0,0,-0.0652726487267099
VIX.Index,0,-0.170886389660146,0,0,0.0340108070101536,0.113832967561853,0,0,0,0,-0.17035289905641,0,0.060944765156585,0,0,0,0,0
