,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.860544396299884,-0.00316821510010002,0.0308847290890359,-0.0220368971575243,0.0493671746249886,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0.0851730504183749,0.031067313161913,0,0,0.0715436329217717,0,0.0466804692254628,0,0.0384909265978498,0.038487709156502,0,0,0,0,-0.0490084329831915
LTC,0.472731848669552,0,0,0,0.0156597716699751,0,0.0219146109651243,0.0162386776818735,0.00530962538056891,0,0,0,0,0,0
DOGE,0,0,0,0.833977700577579,0,0.0276936133649762,0.153504299622837,0.0232944874656489,0,0,0,0,0,0,0.0173440924598696
DASH,0.0501517873255114,-0.0944849183181379,0,0,0,0,-0.0586221981552366,-0.302448087388095,0.0684095892957664,0.0181279335678015,0,0,0,0,0.0455228423216691
XLM,0,0.0374989999855186,0.322954833601006,0,0.211667843598617,-0.0517943820694907,0,0.0247343883675254,0.0369233516633486,0.0893396881970657,0,0.238593949386724,0,0,0
XMR,0.147918189070091,0,0,0,0,-0.0729858940630368,0.363065449042907,0,0,0.0383619566782672,0,0,0,0,-0.0277755645142356
XEM,0,0.188834920778672,0.24193008743121,0,2.16840434497101e-19,0.347690021944882,0.0674412322819204,0.0764643911205306,0,0.182880260505045,0,0,0,0,-0.229329943633314
DGB,0.601778139602601,0,0.096445950614102,0,0,0,0.52535353387013,-0.269463516583525,0.101822914665016,0,0,0,0,0,0
BV010082.Index,0,0,0,0.0220654486725898,0.0383880938361586,0,0,0.0219221236727079,0.0201287558945281,-0.03677289854767,0,0,0,0,-0.0857170251652807
CVIX.Index,0,0.0209660844434036,0.0356504524823847,0,-0.0500068637599674,-0.0182015990185903,0.0943352062337565,0,-0.00224171897276935,0.0203338266717457,0,0,0,0,0.09874362455577
DXY.Curncy,0,0,-0.0189315863413102,0,-0.00359794941573911,0.0111850384432855,0.00322249053826231,0.00932662971057724,0,-0.0056251889805688,0,0,0,0,-0.0230045155313415
SPX.Index,0,-0.00537205913727454,0.0175492795843126,0,-0.00485949969374309,-0.0177449022378704,0,0,0,0,0,-0.00508216523950628,0,0,-0.133181703379056
VIX.Index,0,-0.0482539424092202,0,0,0.0309998698453452,0,0,-0.0218564749438317,0,0.00665408472479565,0,0.0565303256158434,0,-3.82337949686325,0
