,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0561765511117979,0,0,0,0,0,0,0,0,0.075714439045304,0,0,0,0,0
ETH,0,0,-0.0126594114489843,0,0,0.0371226166801034,0,0,0,0,0,0,0.0720410395782351,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.416253444055008,0,0,0,0,0,0,0,0,0
XEM,0,0,-0.0761722508562831,0,0,0,0,0.0392818352229985,0.0590791344841464,0,0.176277480805335,0,0.0417921827436545,0,0,0,0,0
LTC,0,-0.0811679619970968,-0.0616730138333504,0.0271026757859923,0,0,0,0,0.108183017620266,0.14234485327344,-0.0257119408083985,-0.0336690303220227,0.139398768871619,0,0,0,0,0
ETC,0,0.112869172748408,0,0,0.0200576647250244,0,0.126696744385788,0,0,0,0,-0.0764176738453716,0.168697543977037,0,0,0,0,0.0544975545710812
DASH,0,0,-0.0811316001685714,0.0430954359462383,0,0.0610869843987675,0,0.073802473759682,0.0595940789880597,0,0.202032893232081,0,0.0970190941370164,0,0,0,0,0
XMR,0,0.0658972797380607,-0.0202692260220947,0.075238453978526,0.0438267200787404,-0.0605127720100027,0.228983297124723,0,0.0556147855696212,0,0,-0.00388474355056832,0.0472555636424774,0,0,0,0,0
XLM,0,0,0.392050993107705,0.00416704988407147,0,0,0,0.161753199447036,0,0.153999075645201,0,0.0799322713890907,0.0629379077132158,0,0,0,0,0
DOGE,0,0,0.0667385156206536,0,0.180406759316685,0,0,0,0.1907311623204,0,0.26219523124314,0,0.111741038044232,0,0,0,0,0
ZEC,0,0,0.0125101541274237,0.0506164139986015,-0.0775794108009743,0,0.203546027869967,0,0,0.140406227637589,0,0.0118952644973188,0.0287484271674431,0,0,0,0,0
DGB,0,0,0,0,-0.104104130837595,0,0,0,0.138611813394239,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0066722572611203,0.0685173383041359,0.110883677307683,0.167582446982039,0.0442442890180831,0,0.184203123929722,0.0321115818851446,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0.00766805623151665,0,0,0.00789959185809759,0.013507618921359,0,0,0,0,-0.0703451345194955
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.00451624852956579,0.00112739174268995,-0.0120405089584389,0,0.00861362007694236,0,-0.00191899695846263,0.00165030849301842,-0.00332268743361283,0,-0.00546212399731014,0,0,0,0,0,0.00353029151292513
SPX.Index,0,0,0.000504339782932994,-0.00229405523074921,0,0,0,0,0.000358331632322638,0,0,0.00435102856900562,0,0,0,0,0,-0.0254098757854372
VIX.Index,0,-0.0940247519515563,0.0153565560153381,0.0431388305838655,-0.0845092601881112,-0.0091853077963991,0.174455070776723,-0.123556202243995,0,0.135017721174897,-0.0176863381519968,-0.049378130263153,0,-0.630680358882428,0,0,0,0
