,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,XMR,ZEC,NEO,XLM,DOGE,DGB,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.108362303135653,0,0.0427223710994508,0,0,0.117898796012748,0,0.0161132664426942,0,0,0.0315520065889947,0.0166875508802942,0,0,0,0,0
ETH,0,0,-0.0108226958694532,0,0.120211680047772,0,0.0835299639282918,0,0.00585819603293694,0.17581022224191,0.0111584948583009,-0.0165326081296792,0.050628131382413,0,0,0,0,0,0,0
XRP,0,-0.0882138034424496,0,0,-0.174696107935209,0,0.309675562669542,0.0650679218192998,0,0,0.0557692108947252,0.365483797573263,-0.00432235507467903,0,0,0,0,0,0,-1.73472347597681e-18
LTC,0,0,0,0,0,0.0593610830945707,0,0,0.120165547987467,0,0.135674839384526,0,0.0415109345598573,-0.00500178267703187,0,0,0,0,0,0
ETC,0,0.263362483265501,0,0.13261894855326,0,0.021591893688969,0,0,0,0,0.0537016046147667,0,0,-0.016211920222933,0,0,0,0,0,0
XEM,0,0,0,0.0512546771649773,0,0,0,0,0.059933029952604,0,0.03110574921722,0,0.234517460570411,0,0,0,0,0,0,0
DASH,0,0,0,0,0.0522042120787388,0,0,0,0.299575267597163,0.0395888650591783,0.0769391030312459,0.045440110935986,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.0495861542701049,0,0.0597632189697811,0.29395824574101,0,0,0,0,0.0608401850620476,0,0,0,0,0,0,0,0
ZEC,0,0.059830267122058,0.0453016758095664,0,0,0,0.068564497109283,0,0.000133485082123257,0,0.0074670889424486,0,0.187431675889656,0,0,0,0,0,0,0
NEO,0,0,0,0.342567646739824,0.135735763146171,0,0,0,0,0.238797191187794,0,0,0,0.048848648231343,0,0,0,0,0,0
XLM,0,0,0.591478627554693,0,0,0,0,0,0.237375720139054,0,0.0685741602746364,0,0,0.0283086661811195,0,0,0,0,0,0
DOGE,0,0,0,0.133301469742007,0.0377563667606865,0.217361664621627,0.125539494480939,0,0,0,0.0302976046928867,0.0875898832907683,0,0,0,0,0,0,0,0
DGB,0,0,0.0464666996313821,0,-0.166467507551941,-0.110151216553894,0,0,0.159137018536895,0,0.0852671206779226,0.265720501393949,0.27699791655086,0,0.176314623088173,0,0,0,0,-0.17453776959475
BAT,0,0.260133422420127,0.035663844818226,0,-0.164697793788295,0.102506395598969,0,0,0,0,-0.0398767103199715,0.0165650792936265,0.0116362834520341,0.0440953742710757,0,0,0,0,0,0
BV010082.Index,0,0,0.0149101682024377,0,0.0192105881482768,-0.00501959750862551,0,0,-0.00305887774279765,0.00638897643635998,0.000374011103360294,0.000888413324399286,-0.00355083900701113,-5.42101086242752e-20,-0.00553209264267769,0,-0.0533924700247964,0,0,-0.06029157242394
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.00556186016755392,0,-0.0048562247274345,0.0039442938100291,-0.00916018779114731,0.00360953312063676,0,0,0,0.0021702144090204,0.00387849123082663,0,-0.00630570377336477,0.00198448650118859,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.00307130969565722,0,0,0,0,0,0,0,0.00392559290394624,0,0,0,0,0,-0.0257285557274481
VIX.Index,0,0,0.0751587158538538,-0.10510375269762,0,0,0.0610925567349184,-0.0770055838590318,0,0,0.0177231351616072,0,0.0855469849341236,-0.0429414120581606,0.0576169487567286,0,0,0,0,0
