,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,-0.0164114740240254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.414925436753762,0,0,0,0,0,0,0,0,0
XEM,0,-0.120729229089533,-0.0863235447529382,0,-0.0606325624816024,0,0,0,0.0544775302326531,0,0.173006640462727,0,0.0982464291518815,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0,0,-0.045438113958533,-0.0596174206907725,0,0,0,0,0,0
ETC,0,0.205833310647646,-0.0291071736587367,0.0391122539257841,0.102400726587842,0,0.102112356185117,0,0,0,0.0723539914501721,-0.0252247683519482,0,0,0,0,0,0.145877447778191
DASH,0,0,-0.106833150064381,0.0371221042072015,0,0,0,0,0.031234110297169,0,0.301815399328716,0,0,0,0,0,0,0
XMR,0,0,-0.0510448052770946,0.0204836876740449,0.00745882394075448,0,0.124439242490085,0,0.0666905041741467,0,0,-0.0168257554801583,0.108122336827712,0,0,0,0,0
XLM,0,0,0.386264994780669,0,0,0.107741042283588,0,0,0,0.179422458455078,0,0.0725505964382556,0,0,0,0,0,0
DOGE,0,0.0454875404087644,0.0583891504771172,0,0.203994814256234,0,0,0.154474920366063,0.180736643234924,0,0.333167014265951,0,0.113813592938249,0,0,0,0,0.371977199464144
ZEC,0,0,0.0331563826089968,0.0454789631920757,-0.0898697097194641,0,0.260828983337673,0,-0.03941785926209,0.146081293076403,0,0,0.174735843397197,0,0,0,0,-0.0143341292704314
DGB,0,0,0,0,-0.0922752551758482,0,0,0,0.127697883410629,0,-0.0919190955300526,0,0.155102193430758,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0,0.217663821437694,0.020041321695233,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0.00539230234297151,0,0,0,0,0,0,0,0,-0.073056024768928
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.00510327270637098,0.00183392828857274,-0.0108311265721262,0,0.00649207434549954,0,0,0,-0.00302083263422295,0,-0.00470218662280729,0,0,0,0,0,0.00162246276538179
SPX.Index,0,0,0.000794327318312757,-0.000893587725346474,0,0,0,0,0.000250236388890019,0,0,0.00389260843716818,0,0,0,0,0,-0.0270067010750639
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
