,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0111774955370029,0,0.513458002621378,0.0263717172605012,0,0,0,0,0,0,0,0,0,0
ETH,0.979735059016647,0,0,-0.602300351907012,-0.103005377123663,0.313097776771785,0,-0.11058110080956,0.106914023562955,0.182930388869254,0.0276125237875373,-0.312202132099714,0,0,0.0665050406464319
XRP,0,0.00849155536125153,0,0,0,0,0.0806444008642152,0,0.0373808522632589,-0.0285617420696709,0,0.148272560981151,0,0,0.0144859942103975
LTC,0.514819437702176,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00372943146770645
XEM,0.703984561421522,0,0,0.0936803232383684,0,0.0853125872878248,0,0,0.827975633293021,0.176006629799964,0,0.270393650771749,0,0,0.0614511584741683
DASH,0,0.0602581237302302,0,0.0492512074399172,-0.0149233868982573,0,0,0.0776560144227238,0,0.0255314311629643,0,0.0460036687606399,0,0,0
DOGE,0.32998918178165,0,0,0.0506372333874008,0,0,0,0,0.0200868406407791,0,0,0,0,0,0
XMR,0.456767628136025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172762466004481
XLM,0,0.0585889863905769,0,0.185267324284801,0.137743878141728,0,0,0.0818522412918438,0,-0.108146143912556,0.321131204142182,-0.0894075798196104,0,0,0.114956075623914
DGB,0,0.239898988514719,0,0,0.0856974534705077,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0479919429166261,0,0,0.00236257219692763,0,0,0,0.0157220020644728,0,0,0,0,0,-0.0753095770187534
CVIX.Index,0,-0.0635760506865181,0,0,0,0,0,-0.0964227602760877,0,0,0,0,0,0,0.246929025988977
DXY.Curncy,0,0,0,0.0107376902362047,1.0842021724855e-19,0.00701568225911848,-0.0171440413009475,-0.00932517775870426,0,0,0,0.0413500139722373,0,0,-0.00422159806185437
SPX.Index,0,0.0015676676996169,0,-0.0146989224944437,0,0,0,-0.00945028158144307,0,0,0,0,0,0,-0.0795545443260671
VIX.Index,0,0.0619819829372416,0,-0.215881468543414,-0.0153048129880967,0.0456910041823919,0,8.67361737988404e-19,0.108349091858672,0,0,0.993251418625328,0,0,0
