,BTC,XRP,LTC,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.306188991721461,0.0109822155394802,0,0.071735652463641,0,0.0885583955830172,0.0187748941226052,0.0191429195279417,0,0,0,0,0
XRP,0,0,0,0.0832608944937398,0.350382620438763,-0.0369908766100545,-1.73472347597681e-18,0,0,0.087763537680062,0,-0.174024527423229,0,0,-0.136455900079179
LTC,0.411295774534039,0.0739722118654619,0,0,0.134996766466552,0,0,0,0,0.0188844224806907,0,0,0,0,-0.0336533129173125
ETH,0,-6.93889390390723e-18,0,0,0.87472518208535,0,0.216003010656001,0,-0.080546008398367,-0.204581135036527,0,0,0,0,-0.0039539479845736
DOGE,0.149535409032879,0.0707766750279467,0.273623479466237,0.0297009293939586,0,0.0777774296578637,0,0,0.00912368473204736,0.0347378327905544,0,0,0,0,0
DASH,0,0,0.540655286502257,0,0.0338209397090429,0,0,0,0.0214325809613879,0.0218738519507516,0,0,0,0,0
XLM,0,0,0.197970837531489,0.06639682991321,0,-0.0786265110718342,0,0,-0.0497175141112635,0.0750275606530959,0,0,0,0,-0.0453196950145114
XMR,0.113512937339986,0,0,0,0.0770092436422573,0,0,0,0.0196179459540493,-0.0145712709371314,0,-0.152991419482795,0,0,-0.0640612255423866
DGB,0.0794663020878854,0,0,0.140801793004014,0.830331649744679,0,0.176576648819096,0,0,0.213949058662832,0,0,0,0,-0.100918536736267
XEM,0,0,0,-0.108434282446471,0.941528740685869,0.376492493078888,0.441318916405172,-0.038650334242384,0.0433063096866078,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,-0.00687748176650787,0,0,0,0,0,0
CVIX.Index,-0.119790167960579,0.0271346413087894,0.121137956034675,-0.0266357808785663,0,0.0705454182624499,-0.109132813132398,-0.0276773872385746,0.00460555742497871,0.00674912068937053,0,0,1.14541221512839,0,0.0691620973396838
DXY.Curncy,0,-0.0123903237740537,0,0.00276429968822626,0,0,0,0.010200599851849,0,0.00476847262620086,0,0.0645502635228474,0,0,-0.0232501488073685
SPX.Index,0,0,0.022906282083565,-0.00102524359136758,0,0,0.00659467661968523,0,-0.00310295836449004,0,0,0,0,0,-0.090383632478876
VIX.Index,0,0,-1.73472347597681e-18,-0.0177047459453604,0,0,0,0,-0.0104088272631378,0,0,0,0,-3.66034130009881,0
