,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,TAGZ5,XTZ,INNBCL,LEO,XMR,XLM,ADA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0213767279739264,0,0.0690166302152221,0.0310220348272706,0,0.103651488285968,0,0,0.128519692941238,0.00253843016150174,0,0.145982131908378,0,0.044953198435008,0,0,0,0,0
ETH,0,0,0,0.25455932934696,0.0378915844337606,0,0,0,0,0.204364897487503,0.00593049101193103,0,0.0414727124647245,0,0.184599464131846,0,0,0,0,0
XRP,0,0.340734396520365,0,0.114796168837091,0,0,0.124896972365261,0,0,0,0,0,0,0,0.132329720449416,0,0,0,0,0
BCH,0,0.0236714797633318,0,0,0.117498425116364,0,0.422962690382775,0.0582534723939504,0.0191173436639025,0,-0.0002793819411475,0,0,0,0,0,0,0,0,0
BSV,0,0,0,0.640286115687572,0,0,0.26577106175677,0.0153945515423536,0,0,-0.00272017232635996,0,0,0,0,0,0,0,0,0
LTC,0,0.186373262709823,0,0.133369123362885,0,0,0.0385990869757967,0,0,0.105404685788416,0.000363374540355221,0,0,0,0.136187361016891,0,0,0,0,0
EOS,0,0,0,0.28934153772638,0.196150683133255,0,0,0,0,0,0.000202695947442926,0,0,0,0.249862193228257,0,0,0,0,0
BNB,0,0.278750634734176,0,0.232687169909659,0,0,0,0,0,0.153674556048088,-0.00301364761289799,0,0.0433053157549729,0,0,0,0,0,0,0
TAGZ5,0,0.0938914831198589,0,0.236717544813043,0,0,0,0,0,0.0100352812866883,-0.00404783459316465,0,0,0.162652755212391,0,0,0,0,0,0.0255273746961646
XTZ,0,0.135918692314966,0,0,0,0,0,0.438303593330888,0,0,-0.00580622874048816,0,0,0,0.137047674419541,0,0,0,0,0
INNBCL,0,1.4058012927392,0,0,0,0,0,0,0,-1.82536686052353,0,0,0,0,0,0,0,0,0,0
LEO,0,0,0,0,0.0253280174577887,-0.0957454903837687,0,0.0927094841225487,-0.0679488435788288,0.0396118908521788,-0.00104753157112764,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.01674442021625
XMR,0,0.289749115809141,0,0,0.0425613054476772,0,0.186137826187889,0,0,0.19958677520733,-0.00205546995341693,0,0,0,0,0,0,0,0,0
XLM,0,0.0861922310501553,0,0.135907388282535,0,0,0.105224268506221,0.0183792193661131,0,0.189506539104418,-0.000492492994822411,0,0.075246789282845,0,0,0,0,0,0,0
ADA,0,0.362360245790589,0,0,0,0,0.224824712663977,0,0,0.197014855002441,-0.00270252768208411,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,-0.111159783834639,0.103359821437385,0,0.00433819609954814,0,0,0,0,0,-0.100582151260375,0,0,-0.10894163815144
CVIX.Index,0,0,0,0,0.155575158469786,0,0,0,-0.136868188667813,0,0.000987360471952316,0,0,0,0,0,0,0,0,0.209391092407581
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0.000800675471129394,0,0,0,0,0.0119570058434247,0,0,0,-0.0209406493132924
SPX.Index,0,0,0,0,0,0,0,0,0,0,0.00044869432212507,0,0,0,0,0,-0.0293916518775403,0,0,-0.252326195410832
VIX.Index,0,0,0,-0.267317398287657,-0.209656142832129,0,0,-0.00449546949074732,0.23583198316331,0.232002339985085,0.0159609932936509,0,0,0,0,-0.15716453655171,0,0,-2.12564456064481,0
