,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,TRX,MIOTA,NEO,DASH,XMR,BNB,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0896520219207633,0,0,0,0.120092344824766,0,0.070232160581266,0.0807441811447735,0,0,0.0389653127643625,0,0,0,0,0,0
ETH,0,0,0.0483441189035952,0.0859458005921138,0.0159550781274911,0,0,0.140934042195484,0.107789968745328,0.181807293786362,0,0,0,0.0482328578894574,0.00508083112718668,0,0,0,0,0
XRP,0,0.298286285860838,0,0,0,0.0660503826563326,0.0681763829589228,0.180450570918512,0.0582538147387056,-8.67361737988404e-19,0.0443796589729092,0,0,0,0.00497946661009608,0,0,0,0,0
BCH,0,0.191193175494982,0.0844048069079499,0,0.0324124291312627,0,0,0.0903602884184647,0,0.18275820866564,0.191068400910776,0,0,0,0.01630984263952,0,0,0,0,0
EOS,0,0,0,0.140133177835446,0,0,0,0.58822654416605,0.0884392776140611,0,0,0,0,0.0502923793232623,0,0,0,0,0,0
LTC,0,0,0.115333397388393,0.250124474880893,0.0243876673363464,0,0.141519692568734,0,0,0.0349290025221669,0,0,0,0,0.00916625390717158,0,0,0,0,0
XLM,0,0,0.0410825020410612,0.0694634083785153,0.178500707969856,0,0,0.254262391368299,0.0883779494609328,0.0309203482506672,0,0,0,0,0,0,0,0,0,0
ADA,0,0.0850488852688293,0,0.0404446505532888,0.201628757487885,0,0,0,0.163924299828192,0.052247227598689,0,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.102013977919802,0.283157203126155,0,0.284357811907792,0,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.311227881659691,0.337069174990638,0,0,0.0668824324105651,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.179712715401546,0,0,0,0.302751534495914,0,0.106222062055787,0,0,0,0,0,0,0,0,0,0
DASH,0,0.0989125499506618,0.0460134203542156,0.163779623599202,0,0,0,0,0,0.102987312760966,0.154130052544588,0,0,0,0,0,0,0,0,0
XMR,0,0,0.284278315004358,0.125668491020494,0,0,0,0.181398465285022,0.0125336897538631,0.0208834246530456,0,0,0,0,0,0,0,0,0,0
BNB,0,0.0839158077002472,0,0,0,0,0,0.181107046846096,0,0.156496665645763,0.0238241841668927,0,0,0,0.0414745606497251,0,0,0,0,0
ETC,0,0,0.186772840195951,0.183740989569996,0,0.0761803096901755,0.117637289216962,0.0880432373871453,0.0628942938270137,0,0,0,0,0.0601526314055371,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0.00662778270551186,0,0,0,0,0,0,-0.0688469942244
CVIX.Index,0.0686942412413587,0.044500691687153,0,-1.73472347597681e-18,0,0,-0.0214330892074799,-0.15966185468866,0,0.0900182341263275,0.0630870245962202,-0.100168973121659,0,0.0199556133129818,0,0,0,0,0,0.0441634766965307
DXY.Curncy,0,0,0,0,0.0121261253254023,0,0,0.00250566107088779,-0.00172775858001316,0,-0.00641541566905291,0,0,0,0.0062146224562569,0,0.0311256007625844,0,0,0.0114161292608979
SPX.Index,0,0,0,0,-0.00314902861271169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518327690850891
VIX.Index,0,0,0,-0.023553059358044,-0.380403926336697,0,-0.260906502063607,0,0.194450984304256,0.103872168315033,0.433011174537099,0,0,-0.0446116502909516,0,-0.810183825003003,0,0,0,0
