,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0713230883268522,0.0126163981966322,0,0,0,0.0161319819569538,0,0.0160629121261962,0.0634560475818118,0.370637418639125,0.00941442799630866,0,0,0,0,0,0
XRP,0,0,0.014239436179702,0.0731678205604705,0.147969406272697,0.13804893409607,0,0,0,0.0628838698885462,0,0,0.0808533666826369,1.73472347597681e-18,0.00395571632539309,0,0,0,0,0
ETH,0,0,0,0.166226182352425,0.141742330664116,0,0,0,0.0097587457523827,0.0327535440225587,0.1078574341119,0,0,0.153782681825115,0,0,0,0,0,0
BCH,0,0,0,0,0.283080711156893,0.365334670897268,0,0,0.0920110064506393,0.178942562586828,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0.0198744988338497,0,0,0,0.183133798398786,0,0,0.459840403111357,0,0,0,0.149995121875517,0,0,0,0,0,0
XLM,0,0,0.0807231871578473,0.198243986190562,0.109108389148635,0,0,0,0,0,0.0733368170022451,0.031562302700393,0,0.0373935939624491,0,0,0,0,0,0
LTC,0,0,0.248173545459445,0.0502090110921962,0.13892118089385,0,0,0,0.0188864232510649,0,0.0837232517830875,0,0.00507297390061802,0.0991577437182199,0,0,0,0,0,0
TRX,0,0,0.035769765222721,0.0422843871579888,0,0,0.0623180610414024,0,0.0165238924485573,0.386557484769044,0,0,0.217661613911418,0,0,0,0,0,0,0
BSV,0,0,0,0.685529897444568,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0264611584954915
ADA,0,0,0.184302548317649,0.153571500247106,0.195630093748118,0,0,0,0,0,0.121022489651808,0,0.0955716942373282,0,0,0,0,0,0,0
MIOTA,0,0,0.101661990553376,0.202460498516271,0.163769701303789,0,0,0,0.0394588810580165,0,0,0,0.219303142292736,0.0504221756197023,0,0,0,0,0,0
BNB,0,0,0.038882821454235,0,0.105339150039586,0.0193683324557675,0.20031465172903,0,0.0108202833435212,0.243440502574096,0,0,0,0.000847085671873313,0,0,0,0,0,0
XMR,0,0,0.18131157383147,0.0528832283619377,0,0,0.0208833587624633,0,0.0343500261037311,0.200797293488537,0,0,0,0.242342784107355,0,0,0,0,0,0
DASH,0,0,0.106351503864619,0,0.156649301529829,0,0,0,0.00896521626554969,0,0.015992192945123,0,0.449477422468456,0,0,0,0,0,0,0
XEM,0,0,0,0.101681750618277,0,0,0,0.0115229829842218,0,0.285412537894909,0,0,0.122472593455221,0.0514060135456758,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0520313177838561,0,0,0.0371231267140866,0,0.00925650056925805,0,0.0271125826043216,0,0,0,0.0433480991167151,0,0,0,0,-0.0531654798206103
CVIX.Index,0,0,0,0.0289635294332807,0,0,0,0,0.00883903241150643,0,0.0330952948377784,-0.0851472844229172,-0.00536275854982867,0,0,0,0,0,0,0.0910660736360146
DXY.Curncy,0,0,0,0,0.00109277198658301,0,0,-0.0303891010754473,0.00407428052591058,0.00588365655676925,0,0,0,0.00574031883467262,0.00911116581121668,0.0121550075169999,0,0,0,-0.00573165303238155
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121069090099654
VIX.Index,0,0,0,0,0.0847320454659018,0,0,0.13787910671495,0.0334567635375003,0,0.0931582868404967,0,-0.424998452615774,0,0,-0.148620922453479,0,0,-3.25885321415934,0
