,BTC,XRP,ETH,BCH,XLM,EOS,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,XEM,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0128514397975731,0.0853030520627787,0,0,0,0,0,0.0396220034992558,0.0963135416618333,0,0,0,0,0,0,0,0,0
XRP,0,0,0.300081584661911,0.00129197930849383,0,0,0,0,0,0,0.24585652269823,0,0,0.0947835202192598,0,0,0,0,0,-0.0350472452245708
ETH,0,0,0,0.125845431262096,0,0,0,0.289101196090347,0,0,0.0711694508843217,0.163510564090993,0,0,0,0,0,0,0,0
BCH,0,0,0.47309065308914,0,0,0,0,0.0652821236250984,0,0.109110877423843,0.201328690465556,0,0,0,0,0,0,0,0,0
XLM,0,0.159176429862831,0,0.0215414631859526,0,0,0,0.460290135951106,0,0.111084571688884,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0.156144154069209,0.0591453657105532,0,0,0,0.162904337951897,0,0.0433772390229653,0,0,0,0,0.190138659108019,0,0,0,0,0
LTC,0,0,0.191628090821432,0.114771130542482,0,0,0,0.0885852925534781,0.0384106964113281,0.0653955709941281,0.140339215115037,0,0,0,0,0,0,0,0,0
ADA,0,0,0.154921999254095,0.0601396573709645,0.198255657095908,0,0,0,0,0.202304481056732,0.219283605854194,0,0,0,0.093923104982086,0,0,0,0,0
XMR,0,0,0,0.0729093456054269,0,0,0,0,0,0,0.250363057856402,0,0,0,0.0563104165395538,0,0,0,0,0
TRX,0,0,0.190266782040639,0.0827259507196319,0.122331437490645,0,0,0.145293153611861,0,0,0.118877954900469,0,0,0,0,0,0,0,0,0
MIOTA,0,0.0389581070436117,0,0.165978599584015,0,0,0,0.277075862533739,0.0643490735990276,0.110428378922991,0,0,0,0,0.0621768686011008,0,0,0,0,0
DASH,0,0,0.502710001611248,-1.73472347597681e-18,0,0,0,0.134346206452814,0,0,0,0,0,0,0,0,0,0,0,0
BNB,0.120396682412413,0,0.313451558610703,0.0676410009179042,0,0,0,0,0,0.0761852065844841,0,0.0237590715992888,0,0,0.072440748993954,0,0,0,0,0
XEM,0,0,0,0,0.0551925537810519,0,0,0.126341017682805,0,0.182246978951618,0.13838830902498,0.184588845122683,0,0,0.0493867360823593,0,0,0,0,2.16840434497101e-19
NEO,0,0,0,0.0373077401536832,0,0,0,0.505990897400613,0.204381304442675,0,0.033336388671794,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229360515768364
CVIX.Index,0,0.0533749488953688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529146496747823
DXY.Curncy,0,-0.00935517683758263,0,6.7762635780344e-21,0,0,0,0,0,0,0.00723489881110305,0,0.0120339287754087,0.00417338430515683,0,0,0,0,0,0
SPX.Index,0,-0.0227413233534923,0,0.00896838181881567,0,0,0,0,0,0,0,0,0,0,0.017819430754945,0,0,0,0,-0.109233900274557
VIX.Index,0,-0.187342911904654,0,0.156903346865919,-0.163845177150566,0,0,0,0,-0.0352162642715918,0,0.069953090236656,0,0.159409158626884,0,0,0.858656348701221,0,-5.6926864042922,0
