,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.110511824126533,0.0320903469019336,0,0,0.00398452651050711,0.0711958152533504,0.0405631424921027,0,0.129369948793361,0,0.015653228329837,0.0169309804964951,0,0,0,0,0
ETH,0,0,0,0.0959097528787421,0.0798126926151275,0,0,0,0.161617160075744,0,0.185905228216852,0,0,0.0214007371363582,0.0607056201419903,0,0,0,0,0
XRP,0,0,0,0.152977086719222,0.135517358104548,0,0,0,0,0,0.0916859630541468,0,0,0,0.157516594642223,0,0,0,0,0
BCH,0,0,0,0,0.454619530275649,0,0,0,0.0815246101369777,0,0,0,0,0.0309896363762347,0.10558383860729,0,0,0,0,0
EOS,0,0,0,0.287516188240246,0,0,0,0.236760214679369,0.231076275602387,0.089096672233391,0.113383157437434,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.36571350595105,0.067672037613133,0,0,0,0.0970742703333972,0,0.0153529395412314,0,0,0.0305411975515783,0,0,0,0,0,0
XLM,0,0,0,0.344806615708394,0,0,0,0.0590172350347448,0.125239488484136,0,0.0461701459873545,0,0,0,0.0693287327821175,0,0,0,0,0
ADA,0,0,0,0.198322080640066,0.128013948655716,0,0,0,0.100260692044379,0,0.138203960433434,0,0,0.0222996461718853,0.0513581046778616,0,0,0,0,0
MIOTA,0,0,0,0,0.236387509327617,0,0.270768763226926,0,0,0.387484863307489,4.33680868994202e-19,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.103778342683207,0,0,0.00672091879685378,0.140990961195513,0,0.192154823322168,0,0,0,0.356287607571958,0,0,0,0,0
TRX,0,0.135686562620324,0.174394725748227,0.135439983759837,0.168267582172674,0,0.1905013104977,0,0.0235848732125156,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.101727249920296,0.206430333980218,0,0,0.107643472299775,0.02458762416273,0.0650558061874077,0.0134977600640237,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.0269660052682274,0.0357117261597418,0,0,0,0.0231054936178126,0,0,0,0,0.0814178077840303,0.294230230623644,0,0,0,0,0
ETC,0,0,0,0.144543745133131,0.0835095410330906,0,0,0,0.212091827675263,0,0.186535963746755,0,0,0,0.0936288932057325,0,0,0,0,0
XEM,0,0,0,0.141638087943403,0.0372510456103048,0,0.267653840489891,0,0,0.112055488070856,0.141051813583027,0,0,0.0869541296257843,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602599024218188
CVIX.Index,0,0,0.164756535001894,0,0.0424982014935836,0,-0.0308857926175172,0,0,0.027711918158511,0,0,-0.233995515009986,-0.0244427663857769,0,0,0,0,0,0.0288450372274896
DXY.Curncy,0,-0.0182354659361937,0,0,0.0177901766382027,0,2.16840434497101e-19,0,0,-0.00612617187942122,0.00505330884575978,0.00532286990948685,-0.0236802355230468,0.0158986102874064,0,-0.0239606545512819,0.0250510816906129,0,0,0
SPX.Index,0,0,0,0.00354206810964527,0,0,0,0,1.0842021724855e-19,-0.008566689553256,0,0,0,0,0,0,0,0,0,-0.0526255840550257
VIX.Index,0,0,0,-0.48579886367831,-0.231537426275195,0,0,0,0.0742024453749226,0.403758123469013,0.189676824137062,0,0,0,0,-0.64472271290894,0,0,0,0
