,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,TRX,DASH,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0244563379835038,0,0.0493220501756484,0.104631407689605,0,0.0542307571232233,0,0.0523537909928325,0.063907705886439,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.30106308034957,0,0,0.108667338661591,0,0.018937938133193,0.178161743241735,0,0,0.0629227042077723,0.0276051651473834,0,0,0,0,0
XRP,0,0,0,0,0.241725159890024,0,0,0.178223958454123,0,0.206827499090479,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.276789471595093,0,0,0.0959048710587949,0,0.0656465083855539,0,0.0275424069478601,0,0,0,0,0,0,0,0
EOS,0,0.252051710273672,0.0128508308647993,0,0,0,0,0,0,0.167491382366791,0.0135424787304106,0,0,0.240945544596287,0,0,0,0,0,0
XLM,0,0,0.049032479219403,0,0,0,0,0.152349127995161,0,0.0826822948683802,0,0,0,0.191186183014892,0,0,0,0,0,0
LTC,0,0.164139537653581,0,0.103803119194459,0.0711071831212431,0,0,0.137210408898909,0,0.153766272398268,0,0.0375549017924412,0,0,0,0,0,0,0,0
ADA,0,0.239016009844865,0.196354653672075,-3.46944695195361e-18,0.174487322272988,0,0,0,0,2.77555756156289e-17,0,0,0,0.143166441063761,0,0,0,0,0,0
XMR,0,0.312280973696143,0,0.104458788099012,0.0349837494752725,0,0,0,0,0.147542331314565,0,0,0,0.0948481701381885,0,0,0,0,0,0
MIOTA,0,0,0.0626611349111802,0,0,0,0,0,0,0,0.533903631665549,0,0,0.360739270053214,0,0,0,0,0,0
TRX,0,0,0,0,0.0651160939551765,0,0,0.0438102972415367,0,0.365318286750018,0,0,0,0.163851098078264,0,0,0,0,0,0
DASH,0,0,0.0234142160186805,0,0.135550793525124,0,0,0.0319244928281482,0,0.0427855564043166,0.0269255746758719,0,0,0.238285335547955,0,0,0,0,0,0
BNB,0,0,0,0,0.0914886112840144,0,0,0.0810184839463369,0,0.0766079047100422,0,0.100362308577531,0,0.162682733829061,0,0,0,0,0,0
NEO,0,0.0526654766611696,0.0818322961690691,0,0.0587377366272999,0,0,0,0,0.446208114512742,0.0918464206158057,0.151097264815492,0,0,0,0,0,0,0,0
ETC,0,0.200954782111472,0,0,0.1792976413273,0,0,0,0,0.226485771640121,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0734970822154823
CVIX.Index,0,-0.134838341826474,0.0338213279045881,0,0,0.0317272183606683,0,0,0,0,0,0,0,0.0514450504582661,0.031505993406628,0,0,0,0,0.0732438288438496
DXY.Curncy,0,0,-0.00418265473613085,0.000192875212806479,0,-0.000533821316733465,0,0,0,0,-0.0240801137249141,0.00195012862116822,0,0.0131734660727642,0.00309254804191139,0,0.0866655943273429,0,0,0
SPX.Index,0,0,-0.00420351870171178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386481877706354
VIX.Index,0,0,-0.185056244192075,0.172795557093407,0,0,0,0,0,0.446548278014368,-0.121664836517602,0,0,-0.430157265214423,0,-0.639884570209504,0.386159219218894,0,0,0
