,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,DASH,XEM,TRX,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0823564563902062,0,0.0829982819955386,0,0,0.0115852907497079,0.0361572126759973,0.076879088487795,0.174143930646891,0,0.0939586766320821,0.0897647506015058,0,0,0,0,0
ETH,0,0,0.0767959630255752,0.19756853345564,0.0482666464741912,0,0.0828095708313407,0,0.050243055569238,0,0.0557659536256123,0,0,0.0189248638759735,0.0484245168909952,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.306415698422877,0,0,0,0.0495087930358878,0.0702501357393505,0.0286187620383892,0,0,0,0,0
BCH,0,0,8.67361737988404e-19,0,0.00477000084209344,0,0,0,3.46944695195361e-18,0.371046117704479,0,0.085671023470926,0.0235494024029476,0,0.0830733327014023,0,0,0,0,0
LTC,0,0,0,0.293119824259842,0,0,0,0.108233912989021,0.130420558459924,0,0,0,0.0536400141969202,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0.317621642029446,0,0,0,0.100115395199614,0,0.123928843938125,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0.189477534541146,0.0515479090917087,0,0.130529724679567,0,0.22958310472274,0,0,0,0,0,0,0
XLM,0,0,0.378489284698173,0.00877682161793913,0,0,6.93889390390723e-18,0,0.0548940407835222,0,0.0896223347489834,0,0.148221840242869,0.128130317721663,6.93889390390723e-18,0,0,0,0,0
NEO,0,0,0.0066749522834444,0.0394267752556322,0.0595107354335326,0,0.0543013050734066,0,0,0.0205253234157165,0.11665503256382,0,0,0,0.104895192291262,0,0,0,0,0
MIOTA,0,0,0,0,0,0.0700575913837044,0,0.0725646783808625,0.193116117441413,0,0.103594908758796,0.06131055201646,0,0.135164427286236,0.0768314518808427,0,0,0,0,0
XMR,0.259967002031152,0,0,0,0.19811714066674,0,0,0,0.16621938992135,0.0555503322426821,0,0.245968848580157,0,0.037254186380064,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0.112825306927683,0,0.186860427229287,0,0.0864250720332602,0,0,0.118166947785404,0.0468759024633104,0,0,0,0,0
XEM,0,0,0,0,0,0,0.0970821822606888,0.254620511530794,0.200826822206003,0,0,0,0,0.193620506919481,0.106775423689809,0,0,0,0,0
TRX,0,0,0,0.249932455396609,0,0.127384039726282,0,0,0,0.193681592004431,0,0.15815536156297,0.07453940785024,0,0.0425466010117333,0,0,0,0,0
BNB,0,0,0,0.0245264072452238,0,0,0,0,0.523207654167803,0.0285628538454431,0.0578121546255957,0,0.0159265610229154,0.073857697082009,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199346638389838
CVIX.Index,0,0,0,0,0,0,0.0151461180694702,0,0,0.0321911628472414,-0.0524077102827675,0.0707405412034648,-0.0108726396853459,0,-0.0536063249259156,0,0,0,0,0.0350640603983772
DXY.Curncy,0,0.0124492036417367,0.0109244642593269,0,-0.00796885282139505,0.0132069489571025,0,-0.0173436250612593,0,0,-0.0110033518853217,0.0092498285426728,0,-0.0125931048431383,-0.00653110388096408,0,0,0,0,0.0103362324457568
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160403093194181,0,0,0,0,0,-0.0681082222107824
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0.0646954704330234,0.142221512788864,0.0255587417769117,0,0,0,-3.12555119467356,0
