,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0383047183703028,0,0,0,0,0.0783198074835944,0,0,0,0,0.20964981308628,0.0776592440785799,0,0,0,0,0
ETH,0,0,0,0.100092216339109,0.0304552851993506,0,8.67361737988404e-19,0.0225890945463371,0.136141538360245,0.0756444052224852,0,0,0,0.116533589545358,0,0,0,0,0,0
XRP,0,0,0,0.0251253881410014,0.0463548214481426,0,0.0785914552562944,0.0306875379183793,0.0592757821396512,0,0.0165749843598132,0,0,0.389558143570683,0,0,0,0,0,0
BCH,0,0,0.0656230156491274,0,0.0138186094571957,0,0,0.145876273336802,0.167883392880099,0,0.125893700734544,0.0655010283597453,0,0.0896319134990152,0,0,0,0,0,0
EOS,0,0,0,0.206448725664268,0,0,0,0.110342316825139,0,0,0.268544341812541,0.048107948967594,0,0,0.144444951808395,0,0,0,0,0
LTC,0,0,0.144777132235486,0.0942934666184651,0,0,0.111647570879925,0,0.00453014894701763,0,0.0453315754811981,0,0,0.121039476651594,0,0,0,0,0,0
XLM,0,0,0.109426573113136,0.0953726031498566,0.148362608326419,0,0,0.108543047741215,0.083626504533857,0.015670259658632,0,0,0,0.124614708236869,0,0,0,0,0,0
ADA,0,0,0,0.0917872251561544,0.0951665391659145,0,0.247038875004595,0,0.147299363262729,0.0232951018926903,0.0512312766272842,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.464999794207454,0,0,0,0.150296619927564,0.148431444132338,0,0,0.0529179102678951,0,0.107931800364267,0.0863108817413581,0,0,0,0,0,0
TRX,0,0,0,0.16656864048585,0.0487581855559221,0,0.398680727377953,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0.0923582089690878,0.0229260606086752,0.126390822883859,0,0.110969723764791,0,0.0608614982924468,0,0,0,0,0.336087800824683,0,0,0,0,0,0
XMR,0,0,0.0208003605158196,0.0832416252365576,0.020484969185165,0,0,0.0705859536258091,3.46944695195361e-18,0,0,0,0.17099271879854,0.302120347416184,0,0,0,0,0,0
DASH,0,0,0,0.0761164820930608,0,0,0.20776232162074,0,0.0752640340016932,0,0,0,0,0.233368242281128,0,0,0,0,0,0
XEM,0,0,0.141343259014007,0.0752233821434398,1.73472347597681e-18,0,0.219826882433491,0.0104771904965868,0.062002433383035,0.0636972766701618,0.070943022013681,0,0,0,0,0,0,0,0,0
BNB,0,0.361156822258115,0,1.73472347597681e-18,0.0693005407988326,0,0,0,0,0,0.0182536070242736,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0.0148340138034717,0,0,0,0,0,0,0,0,0,0,-0.0156247942290576,0,0,0,0,-0.132034411568888
CVIX.Index,0.0886856268726594,0,0,0,-0.0138113528323431,0,-0.0391626431485666,-0.111227429453032,0.0474324553553428,0,0.0581886291606667,-0.0139392054837439,0,0,0.0150906392001199,0,0,0,0,0.0376183100041471
DXY.Curncy,0,0,0,0,0,0,0,0,0,0.00413111341574824,0,0.000171852957756699,0,0,0,0,0.0134388940108505,0,0,0.0131936577107962
SPX.Index,0,0,0,0,0,0,0,-0.00850815201228713,0,0,0,0,0,0,0,0,0,0,0,-0.095584140466807
VIX.Index,0,0,0,-0.100581717332603,-0.113651912005297,0,-0.201846986911496,0.00668895485369752,0.173817991774422,0,0.210710296189526,0,0,0,-0.110916078765166,-1.61564721213721,0,0,0,0
