,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,NEO,ETC,ZEC,BAT,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.160111739109827,0,0,0.136918149935474,0,0.0331406801999461,0,0,0.0486924847717204,0,0,0,0,0,0,0
ETH,0,0,0.0363709321531228,0,0.125384452275238,0,0,0.130281961441376,0,0.0230134107940564,0,0.0455064397086842,0.0341396036549269,0,0.0283732035015595,0,0,0,0,0
BCH,0,0,0,0,0.306565667633376,0,0.390431919710218,0,0,-0.0826832849877985,0,0,0,0.0721208276117609,0,0,0,0,0,0
XRP,0,0.0853793982151308,0.0255454410987204,0,0,0,0,0,0,0.0339787431415551,0,0,0.0101693953035656,0,0.187249681919601,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0.0396855146204695,0,0,0.712757616282668,0,0,0,0.0419496821913299,0,0,0,0,0
DASH,0,0,0.0262735451610063,0,0,0,0,0.080883533503653,0,0.0413388288506748,0,0.179525800464259,0.0555429617287951,0,0.0823054815466087,0,0,0,0,0
XEM,0,0,0.0266554247571994,0,0,0,0,0.136176485518693,0,0.0269758513848518,0.0206211542630311,0.0620359364322487,0.0510980330630211,0.0324042061758269,0.0295009094878645,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.144056446779116,0,0,0.176080446686922,0,0.206555206602776,0,0.217402512493656,0,0,0,0,0,0
XMR,0,0,0.0159811306573619,0,0,0,0,0.0604130495798145,0,0.0130529172711051,0,0.16604645678134,0,0.0478592673878569,0.215781771506579,0,0,0,0,0
NEO,0,0,0,0,0.0980787432331452,0,0.235916253028434,0.0915049130664514,0,0,0,0,0,0.276307473112826,0,0,0,0,0,-0.0803894986023644
ETC,0,0,0,0,0.4563592282981,0,0,0.0709675630398578,0,0,0,0.0680983115057422,0.0254282092496342,0,-6.93889390390723e-18,0,0,0,0,0
ZEC,0,0,0,0,0,0.303766814827225,0.0609512800149919,0.0384292359395092,0.0763043581930074,0,0.0345660860809441,0,0,0.046107890167749,0.116586370811859,0,0,0,0,0
BAT,0,0,0,0,0,0,0,0.278716311467997,0,0.0824751754226925,0.160559503586884,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0.131897088344807,0,0,0.0939562094034917,0,0.0804714201052038,0,0.071524079203571,0.0383196878641029,0,0.168151185707464,0,0,0,0,0
XLM,0,0,0,0,0,0,0.0268743654548631,0.0318697705893461,0.316844252790124,0,0.366717574596204,1.73472347597681e-18,0.053584821591084,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0.0108887083745504,0,0,0,0,0,-0.015171094207855,0,0,0,0,-0.0530497762017859
CVIX.Index,0,0,0,0,0,0,0,0.0102274867795827,0,0,0,-0.058143770532061,0.0199307073838869,0,0,0,0,0,0,0.0359207113273443
DXY.Curncy,0,0,0,0,0,-0.0169848593395384,0,0,0,0.00415407714711548,0,0,-0.00659024603498611,0.000674237812800417,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.00339030981696527,0,0,-0.000849924020911795,0.000917256858758737,0,0,0,0,0,0,0,0,0,-0.0382188791979085
VIX.Index,0,0,0,0,0,-0.276193018172294,0.0463167177077628,0.169664190201545,0,-0.0141828066386675,0,0,0.0374043390801372,-0.0354564870308087,0,0,0,0,0,0
