,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.038304718370303,0,0,0,0,0.0783198074835942,0,0,0,0,0.20964981308628,0.0776592440785797,0,0,0,0,0
ETH,0,0,0,0.0916758951002975,0.031095677630677,0,0,0.0265261604113614,0.12727756780022,0.0727572208050381,0,0,0,0.137700455422428,0,0,0,0,0,0
XRP,0,0.0430060764150187,0,0.00939487046035818,0.0310626641915964,0,0.0782282763148878,0.0394072503118137,0.064150205677783,0,0.0355882100772609,0.0369198915371411,0,0.343011940435265,0,0,0,0,0,0
BCH,0,0,0.0656230156491274,0,0.0138186094571957,0,-1.73472347597681e-18,0.145876273336801,0.167883392880099,0,0.125893700734544,0.0655010283597455,0,0.0896319134990149,0,0,0,0,0,0
EOS,0,0,0,0.210869449688098,0,0,0,0.113767570628207,0,-2.16840434497101e-19,0.272224174817899,0.0445095717670849,0,0,0.147344327332156,0,0,0,0,0
LTC,0,0,0.282790105358453,0.0971684000819975,0,0,0.106433460082873,0,0.0348927978942459,0,0.040715298095292,0,0,0.0264941483887442,0,0,0,0,0,0
XLM,0,0,0.116047673568118,0.0980630542272281,0.146204278093217,0,0,0.107013651575054,0.0844822978180282,0.0101245656089643,0,0,0,0.116368104092473,0,0,0,0,0,0
ADA,0,0,0,0.0932730153331783,0.0994916858349451,0,0.250967475300054,0,0.15137935484057,0.0209091710100435,0.0489462823951954,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0.266709516967623,8.67361737988404e-19,0,0,0.286408886083226,0.154967706300771,0,0,0.0184673134673152,0,0.15164515225528,0.115779134699528,0,0,0,0,0,0
TRX,0,0,0,0.166568640485849,0.048758185555922,0,0.398680727377953,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0.0792057302719947,0,0.117339950055943,0,0.137045517996308,0.045685952912298,0.0626864166280732,0,0,0,0.0281459597929204,0.312119911409356,0,0,0,0,0,0
XMR,0,0,0.130069080861622,0.0567311736709203,0.0144754331493644,0,0,0.0758053390988295,0,0,0,0,0.204744545099765,0.235757712489397,0,0,0,0,0,0
DASH,0,0,0,0.0968282205178999,0,0,0.211310194363788,0,0.0789731778721649,0,0,0,0,0.182960201172882,0,0,0,0,0,0
XEM,0,0.0486366134956843,0.136744263998888,0.0562397414842323,1.73472347597681e-18,0,0.209297015255195,0.0201121835221444,0.0396416602752482,0.0947098516978639,0.0611928979750882,0,0,0,0,0,0,0,0,0
BNB,0,0.261064874350828,1.0842021724855e-19,0.0606093818716936,0.0797660098897141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,-0.00324747115370997,0,0.00818249466313502,0,0,0,0.0110994166645787,0,-0.0224083127400736,0,0,0,0,-0.144780240351533
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,-0.000143222716833973,0,0,0,0,0.0097816643503735,0,0,0,0,0,0,0.0219411653628608,0,0,0
SPX.Index,0,0,0,0,0,0,0,-0.00688786411728922,0,0,0,0,0,0,0,0,0,0,0,-0.102368342410299
VIX.Index,0,0,0,-0.0112695574948169,-0.146791503842317,0,-0.244210658714732,0.0353991543621272,0.116994146091705,0,0.229815823466185,0,0,0,-0.0750213639306599,-1.50317431247102,0,0,0,0
