,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0198612380608477,0,0,0,0.0146766855753725,0,0,0,0.0319663326564101,0,0,0,0,0
ETH,0,0,-1.73472347597681e-18,0,-0.0189450677080166,0,0.11546808037319,0.327820209637725,-0.0803888497547346,0.053669432721937,-0.124487884646944,0,0.0304463159017418,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.138363692090767,0.406291996164877,0,0,0,-0.0678467027925438,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.127910338197854,0,0,0,0,0,0,0,0,0
XEM,0,0,0,-0.0129986941889539,0,0,0,0,0.0531744869894898,-0.237489966136531,0.119745127047266,0.0857531199356198,0.197455305024998,0,0,0,0,0
DASH,-0.236079808563723,-0.0487283836739143,-0.0963122066145759,0,0.112408192856689,0,-0.0345253429170729,0,0.0357233626628419,0,0.228860350065064,0.0572127082470083,0.0573561849878396,0,0,0,0,0
ETC,0,0.33239944373983,0,0.0691384097414734,0,0.117213909775845,0,0,0,0,0,0,0,0,0,0,0,0.003248892389497
XMR,0,0.352304284204457,-0.0318052274827195,0,0,0.0964674496388471,0,0,0.0354802765957782,0,0.0311432658216454,0.0321510985734822,0,0,0.0740661564123354,0,0,0
XLM,0,0.0638664479632058,0.365909457116253,0,0,0,0,0,0,0.219231319944341,0,0,0,0,0,0,0,0
DOGE,0,0.0335881929233638,0.224082467835652,0.176959725910631,0,0,0,0,0.101651511804995,0,0.172970739046116,0,0.311898374249422,0,0,0,0,0
ZEC,0,0,-2.71050543121376e-20,-0.0396086183162447,0.0823526191955194,0.225199701327562,0,0,0,0.186057569411761,0,2.71050543121376e-20,0.00856383272607369,0,0,0,0,0
NEO,0,0,0,0,-0.0402852583268872,0.154342109884728,0,0,0.016290468079301,0.0306189737581909,0.336702070960256,0,0.0355128692856085,0,0,0,0,0
DGB,0,0,-0.0381576022622679,0,0.0402680673260602,0,0,0,0,0,0,0.159430248876892,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,-0.0018127814102143,-0.0198171032240205,0,0.0039259734072938,0,-0.0227940322347888,0,0.0121632103112082,0,0,0,0,-0.0871257008950118
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0106789019159441,0,0,0.00164491062506002,-0.000881786654199269,-0.00720464347340778,0,0,0,0,0,0,0,0,0,0,0,0.00849673996913546
SPX.Index,0,0,0.000725898027302271,0,0,0,0,0.00258517861365073,0.000499189082176649,0,0,-0.00190697398668016,0.00243195523954186,0,0,0,0,-0.0234983806784969
VIX.Index,0,0,0,0,0,0,0,0,0,0.0648760467388718,0,0,0,0,0,0,0,0
