,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.127173128582355,0,0.0742033615510073,0,0.0223558027844704,0.033777186891792,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.133773755285031,0,0.132478954784748,0,0.171223680805869,0,0.0445659157097897,0,0,0,0.0291424910865843,0,0,0,0,0
DASH,0.512290213664775,0.376360615447783,0,0,0,0,0.0518590585724624,0,0.00618891858884868,0,0.290191539862328,0.0639456967895431,0.0862481355954808,0,0,0,0,0
XRP,0.123915285578388,0,0,0,0,0,0,0,0,0,0.0540881177931225,0,0,0,0,0,0,0
XMR,0.409310940971404,0.105780977794523,0.0972179367817742,0,0,0.294090025627041,3.46944695195361e-18,0,0,0,0.117086712743367,-0.129047714677455,-0.0835027460883666,0,0,0,0,0
LTC,0.0848454227881934,0,0,0,0.0494958900519164,0,0.0988222031112073,0,0,0,0,0,0,0,0,0,0,0
ETC,0.157478812036036,0.0745707962285718,0.106454395816295,0,0,0.118248486477776,0,0,0.042658849062349,0,0.0734045746923876,0.218094158569988,0,0,0,0,0,0
XEM,0.37980323137314,0,0.0908596124222767,0.0692650913194759,-0.141977224081039,0.179262106463937,0.0146743531947475,0,0.028820173951703,0,0,0,-0.0753302157339335,0,-0.918154845751408,0,0,0
ZEC,0,0,0.40783802329285,0,0,0,0.180831468994836,0,0,0,0,0.033515938654467,0,0,0,0,0,0
DOGE,0.120842091999859,0,0,0,0.0820755044308038,0,0.0355561191295812,0,0.0113415659816315,0,0.0996007028970566,0,0.00260719251515236,0,0,0,0,-0.0227369388446052
XLM,0,0,-0.0227752544379856,0,0.0606995266407828,0.102800964540349,0.248073494131448,0,-0.0607943193574009,0,0,0,0.0836558964674046,0,-0.0804510259479286,0,0,-0.0740385775901928
NEO,0,-0.377441280529731,0,-0.0983739364304932,0,0,0.366766670375191,0.040103853394543,0,0.227944601027106,0.18483250452665,0,0.239406228723336,0,0,0,0,0
DGB,0.206275438486977,0.0729110786689464,0,0,0,0,0,0,0.0523548584378318,0,0,0,0,0,0,0,0,0
BV010082.Index,-0.0960231303154337,0,0.140701916164043,0,0.0366038084804396,-0.160925954780745,-0.0310023995248967,0.0559453383384938,0,0.162998179793077,-0.0178377049879677,0,-0.0155525606233161,0,0,0,0,0
CVIX.Index,0,0.0971095610346869,-0.0327315674276529,0.0101678106889956,0.0802841401697834,0,0,-0.0553128808375693,-0.0653788340801515,0,0,0,0.0193887910648634,0,0,0,0,0.113061278709727
DXY.Curncy,0,0.0111650057403327,0.0083729666322357,0,0,0.0182285179865934,-0.00975220889762787,-0.0138662796372671,0,0,0,-0.00950357799583621,0,0.130294380457635,0.0342377603025944,0,0,-0.0131752715505845
SPX.Index,0,0,0.00592316052921369,0,0,0,-0.00573059802603714,0,0,0,0.00180750655811882,0,0,0,0,0,0,-0.0423170595190363
VIX.Index,0,0,0,0,0,0,0,-0.0536134853962727,0,0,0,0.0217237044109503,0,0,0.131177288268825,0,0,0
