,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,NEO,ETC,ZEC,BAT,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.140556504518153,0,0,0.103812453737461,0,0.0209232031836713,0,0,0.0917804467182271,0,0.0201957136186554,0,0,0,0,0
ETH,0,0,0.0537491097048358,0,0.153905625698871,0,0.0128396352998586,0.114952480634975,0,0.0386752355389913,0,0.0840014400831647,0.0472182086585965,0.0194357525736113,0.0739343316978749,0,0,0,0,0
BCH,0,0,0,0,0.306565667633374,0,0.390431919710219,2.16840434497101e-19,0,-0.0826832849877986,0,0,0,0.0721208276117608,0,0,0,0,0,0
XRP,0,0.093525351562624,0.0230487968474002,0,0,0,0,0.0267432928460267,0,0.0265433295882462,0,0,0.0213256473522066,0,0.160786377311211,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0,0,0.668047414648702,0,0,0,0.124768595049515,0,0,0,0,0
DASH,0,0,0.028692064243895,0,0,0,0.0484530515557339,0.0853570773927222,0,0.0275238072694999,0,0.189098044486661,0.0746863165006195,0,0,0,0,0,0,0
XEM,0,0,0.0310381113992113,0,0,0,0,0.135207906074779,0,0.0258056119230897,0.0172231140461829,0.0592826501507667,0.0491461346031174,0.03170435225656,0.039644770357718,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.112914984922469,0,0,0.179907680691585,0,0.27829384228842,0,0.206519849704342,0,0,0,0,0,0
XMR,0,0,0.0294851209620638,0,0,0,0,0.0654368941656783,0,0.0246678005515429,0,0.140762061495934,0,0.0700220899351877,0.287000247983412,0,0,0,0,0
NEO,0,0,0,0,0.115924463615296,0,0.223070099520862,0.058388398617454,0,0,0,0,0,0.297164055361298,0,0,0,0,0,0
ETC,0,0,0,0,0.4563592282981,0,0,0.0709675630398578,0,0,0,0.0680983115057423,0.0254282092496343,0,0,0,0,0,0,0
ZEC,0,0.133374888357843,0.0251431201373061,0,0,0.00499803944524704,0.0584289308500823,0.0966897177940435,0.0129556524610824,0,0,0,0,0.0953531706490721,0.229539683568039,0,0,0,0,0
BAT,0,0,0,0,0,0.00548090502149505,0.0853972735193001,0.1476734675619,0,0.039449638432018,1.73472347597681e-18,0.159777517779596,0,0,0.171704116113198,0,0,0,0,0
EOS,0,0,0,0,0.126100773491715,0,0,0.100612976665813,0,0.0987635852076251,0,0.134441816797054,0.0221601206126418,0,0.18159583991987,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.0245192412219042,0.327314004173872,0,0.364580086825212,-2.16840434497101e-19,0.0839791140267897,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.00649376607153586,0,0,-0.00332869033287355,0.0193902684540394,0,0,0.00797038117498099,0,0,-0.0396415772143306,0,0,0,0,-0.0552634202305468
CVIX.Index,0,0,0,0,0,0,0,0.010224515701401,0,0,0,-0.0581408523867366,0.0199293566808461,0,0,0,0,0,0,0.0359194693783518
DXY.Curncy,0,0,0,0,0.000654039409158838,-0.0165125753851011,0,0,0,0.00457017166985563,0,0,-0.00718509192365196,0,0,0,0,0,0,0
SPX.Index,0.00338777780952841,0,0,0,0,-0.00478129798607692,0,0,-0.00367588055692742,0,-5.42101086242752e-20,0,0.0025644220725799,0,0,0,0,0,0,-0.0394967106314781
VIX.Index,0,0,0,0,0,-0.277142913411148,0.0445593799977356,0.168740978301403,0,-0.0143681471596498,0,0,0.0346980902103023,-0.0366659993905298,0,0,0,0,0,0
