,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,XMR,ZEC,NEO,XLM,DOGE,DGB,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.101061696673899,0,0,0,0,0.113811133912556,0,0.031207121153807,0,0,0.025700184853966,0,0,0,0,0,0
ETH,0,0,-0.00705068695836083,0,0.102001494805916,0,0.0653575709015539,0,0.00901854673001597,0.184463243220429,0.0258486788374246,-0.0136373912486451,0.033453198202832,0,0.139353709645041,0,0,0,0,0
XRP,0,-0.0882138034424496,0,0,-0.174696107935209,0,0.309675562669542,0.0650679218192998,0,0,0.0557692108947252,0.365483797573263,-0.00432235507467897,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0.0245099847183755,0,0,0.0600454178543031,0,0.153478617466364,0,0.0692325430176126,0,0,0,0,0,0,0
ETC,0,0.200904661703672,-0.0105593298805513,0.13812247232132,0,0.0554486294612415,0.152001807173709,0,0,0,0.0418227930534016,0,0,-0.0201188009650865,0,0,0,0,0,0
XEM,0,0,0,0.10601654649178,0,0,0,0,0.0428537591655342,0,0.0256095260750231,0,0.182360210915792,0,0,0,0,0,0,0
DASH,0,0,0,0,0.0522042120787388,0,0,0,0.299575267597163,0.0395888650591782,0.0769391030312459,0.045440110935986,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.0449126821759639,0,0.0773776249795998,0.293335958138132,0,0,0,0,0.0601858075974765,0,0,0,0,0,0,0,0
ZEC,0,0.151893192107316,0.0447024290439891,0,0,0,0.0292834733036112,0,0.0456795138036294,0,0.0176143047320531,0,0.169096023530461,0,0,0,0,0,0,0
NEO,0,0,0,0.342567646739824,0.135735763146171,0,0,0,0,0.238797191187794,0,0,0,0.048848648231343,0,0,0,0,0,0
XLM,0,0,0.591478627554694,0,0,0,0,0,0.237375720139054,0,0.0685741602746363,0,0,0.0283086661811195,0,0,0,0,0,0
DOGE,0,0,0,0.129032398748307,0.0302373560199226,0.25498148972163,0.101611771143411,0,0,0.0495497599579535,0.0492466810455474,0.0839235036964071,0,0.00543680409277269,0,0,0,0,0,0
DGB,0,0,0.0359517822471099,0,-0.162729843331615,-0.13549619076264,0,0,0.162620551619282,0,0.0825419512018214,0.261565987165156,0.288869718588799,0,0.177566218341511,0,0,0,0,-0.143932824986026
BAT,0,0.297437269701282,0.0211328064832894,0,-0.207723318944566,0.0993568727975102,0,0,0,0,-0.0364666866873567,0.00997529945437419,0.00879340825155088,0.0448318371799793,0,0,0,0,0,0
BV010082.Index,0,0,0.0155971537360019,0,0.0183961671633506,-0.0117268380995826,0,0.00891575075273395,0,0.0083260696548496,0.0011219954010486,0.00341954277661451,-0.00197063314445255,1.0842021724855e-19,0,0,0,0,0,-0.0605330335015221
CVIX.Index,0,0,0,-0.0173701572132509,0,0.0170713876929294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118742521793143
DXY.Curncy,0,0.000468528836308444,0,-0.00446774752656798,0.00617203483014618,-0.00743308439367094,0,0,0,0,0.00193089600093015,0,0,-0.00516772726080311,0.00183404135096824,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.0030899568424057,0,0,0,0,0,0,0,0.00350572158408276,0,0,0,0,0,-0.026941832741267
VIX.Index,0,0,0.0751552404997756,-0.105103054362717,0,0,0.0610787560796272,-0.0769989689879183,0,0,0.0177322903552472,0,0.0855446518956965,-0.0429310640348811,0.0576202031435022,0,0,0,0,0
