,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.327002991092637,0,0.019684918026596,0,0.0351404453217669,0.123770484617967,0.0232567028647315,0.0346222892503208,0,0,0,0,0
ETH,0,0,0,0.161263905085945,-0.144825307369973,0,0.021051290464487,0.175859200591256,0,0,0.098715912130115,0,0,0,0,0
XRP,0,0,0,0,-0.0186842627324931,0,0,0,0,0,0,0,0,0,0,0
LTC,0.491370920966419,0,0,0,-0.0034928657365533,0.00407730581334403,0,0,0,0.00458694766463578,0,0,0,0,0,-0.0290049734018472
ETC,0,-0.338841253514638,0,0,0,0,0.109836293867561,0,0,0,0,0,0,0,0,0
XMR,0.56108271857942,0,0,0,-0.00853996959336571,0,0.00495435656756721,0,0,0,0.0816946596789931,0,0,0,0,0
DASH,0,0.0709968807799858,0,0,0.00924898752639253,0.0122324220466353,0,0,0,0.118589024165114,0,0,0,0,0,-0.104461011161033
XEM,0.501042401979857,0.15089322284211,0.275535596793846,0,0.0293130395894784,0.0138154799296596,0.334566567865023,0,0,0.194394192029772,0.139820727228082,0,0,0,0,0
DOGE,0.383703859835138,0.0271101955512904,0,0.189453150293044,0,-0.00558043231866856,0.0294118150252181,0,0,0,0,0,0,0,0,0
XLM,0.1886470755994,0,0,0.0987979483022915,-0.0532531327125855,-0.0221010682581784,0,0.127215396520782,0,0,0,0,0,0,0,0.133037894341275
DGB,0,0.373193077064175,0,0,-4.33680868994202e-19,-0.041235353419934,0,0.0989179357881252,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0243548689138719,0,0,0.0110574802430737,0,-0.0414684289421839,0,0,0,0,0,0,0,0,0
CVIX.Index,0,-0.0444949907930868,0,0,-0.0106663369721018,0,0,0,0,0,0.030320839297109,0,0,0,0,0.143638801972053
DXY.Curncy,-0.019056524594219,-0.00195866699141326,0,0,-0.000812511333763575,0.00215333475192539,0,-0.00214277579217327,0,0.00445192780931495,0,0.0426779701484135,0.0479548630027106,0,0,0
SPX.Index,0,0,0,0,0,0,0.00415328187774959,0,0,0,-0.00981375923039379,0,0,0,0,-0.0431172432080284
VIX.Index,-0.056079265558468,-0.0569385562815645,-0.0430928237715625,0,0.0536720154979798,0.0405005755064472,-0.0883597327320958,0,-0.176608602318848,0.115102604706985,0.00778643722347507,0.300304740472055,0.65732543462124,0,-1.64565811109358,0
