,BTC,ETH,XRP,EOS,LTC,BCH,BNB,XLM,TRX,BSV,ADA,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.132809020021213,0,0.0832144249157233,1.35945626499067e-06,0.11167015367325,0.0161561488111849,0,0,0,0.0311721912785688,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.352528059960902,0,0.164381424483746,0,0,0,0,0,0,0,0,0.013019766368233,0,0,0,0,0
XRP,0,0,0,0.0489870148849553,0,0.191333607993058,0,0,0,0,0.308387195304789,0,0,0,0,0,0,0,0,0
EOS,0,0.149455324238904,0,0,0.0522536252752774,0.177845847308937,0.0224067677025328,0,0,0,0.360792968637639,0,0,0,0,0,0,0,0,0
LTC,0,0.0566429939577582,0,0.110036791354175,0,0.300084655684961,0,0,0,0,0.288587652168957,0,0,0,0,0,0,0,0,0
BCH,0,0.173875242691874,0,0.321617414029031,0.0938005821357473,0,0,0,0,0.192277535343279,0,0,0,0,0,0,0,0,0,0
BNB,0,0,0,0.10321720344913,0.255104839606811,0,0,0,0.107454265827625,0,0.131824640704426,0,0,0,0,0,0,0,0,0.0505616511712702
XLM,0,0,0,-6.93889390390723e-18,0.0180629562969867,0.226265549587516,0,0,0,0,0.260264436668912,0,0.0657290992008282,0,0,0,0,0,0,0
TRX,0,0,0,0,0,0.265498825313545,0,0.208368795952085,0,0,0.0332073525617096,0,0,0,0.0344952306733726,0,0,0,0,0
BSV,0,0.0108180369653683,0,0.0420784614776442,0,0.422845043170041,0,0,0,0,0.153643382281279,0,0,0,0.0294581259499302,0,0,0,0,0
ADA,0,0.160204281442012,0,0.191694204237834,0.151592649022529,0.176225788376227,0,0,0.0087809628336848,0,0,0,0.046056302129176,0.0816946984817856,0,0,0,0,0,0
XMR,0,0.296948200309113,0,0.0642348892346679,0,0.142299625417751,0.0630449746344317,0,0,0,0.0581741234046603,0,0.0353890794985176,0,-1.73472347597681e-18,0,0,0,0,0
MIOTA,0,0.090797760312386,0,0.302900814906243,0,0.164492860032942,0,0,0,0.0352155853679109,0.134145412788976,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.256384933300562,0,0.0525735573305446,0,0,0,0,0.167559517684906,0,0.0326147541238288,0,0.0286949057744238,0,0,0,0,0
MKR,0,0.525188724119437,-0.0570249890653685,0.119145383704476,0,0,0.0752874160792659,0,0,0.156036831700607,0,0,0,0.0657918682676649,0,0.0879196491648881,0,0,0,-0.0704379489525935
BV010082.Index,0,0,0,0,-0.06081478092016,0,0,0,0.042374772683184,0,0,0,0,0.0519825941651462,0.0105744871109106,0,0,0,0,-0.0268524613838515
CVIX.Index,0,0,0.0745841881594085,0,0,0,-0.0352089624624919,0,-0.0324578671307888,0,0,-0.0714806144026297,-0.0633967836019678,0,0,0,0,0,0,-0.0799161717686126
DXY.Curncy,0,0,0.0093678088635563,0,0,0,0.00148990169447805,0,-0.0254994447781301,0.00501600562253479,0,0,0.00656040519598898,0.00758123360908254,0,0.0340603512538024,0.0231100834280413,0,0,0.00776241151067742
SPX.Index,0,0,0.00428648777369042,0,-0.0128963852739016,0,0,0,0.00502440686337231,0,0.00356881957976175,0,0,0,0,0.0734442365477139,-0.0430000757954479,0,0,-0.0746205683690188
VIX.Index,0,0,0,0,-0.172269918499582,0,0.142894797141529,0,0.0107546216511836,-0.350549776411977,0.201792318860732,0,0,0,0,0,-0.308812544943735,0,-3.95589158752698,0
