,BTC,ETH,BCH,XRP,LTC,MIOTA,XEM,DASH,NEO,ETC,XMR,ZEC,EOS,BNB,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.0850446199094838,0.0659472896051045,0.0572523951504169,0.0177233512106132,0,0.0221521270240699,0,0.0402314519293383,0.0392162100092369,0,0,0,0,0,0
ETH,0,0,0,0.207919685808925,0,0.0372417680813544,0.0240014855162849,0.0504826003834048,0.031062217069254,0,0.133955557081052,0,0.00952946339680973,0,0.067174400666774,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,-0.0317934248758982,0,0,0,0,-0.0624012797983273,0,0,0,0,0,0
XRP,0,0.346831316049493,0,0,0,0.0352089838207923,0,0,0,0,0,0,0.0256988776100605,0.0124633181487479,0.0549685998208758,0,0,0,0,0
LTC,0,0.163249086778817,0,0,0,0,0,0,0,0.174931039969674,0,0,0.0814926332840259,0.0417702993828352,0.00789805559060699,0,0,0,0,0
MIOTA,0,0,0,0.0275832552866477,0,0,0.159073939622729,0,0.00336628516904239,0,0,0.497361404465395,0,0.112292037770757,0,0,0,0,0,0
XEM,0,0.010027827689795,0.0334692647657014,0,0,0.086863498171025,0,0.285661135666777,0.0606949269148185,0,0,0,0.10545072445714,-0.0508730950281806,0.155829436962872,0,0,0,0,0.0208260510532878
DASH,0,0.218914180322599,0,0,0,0.0847462860866009,0.0867276069932602,0,0.000572028944683833,0,0,0,0.0474591405432669,0,0.0567361946643299,0,0,0,0,0
NEO,0,0,0,0,0,0.0500193061796999,0.274701635227469,0,0,0,0,0.268130957861204,0.0333368623838131,-0.0548099055746734,0.0404743563838481,0,0,0,0,-0.0857130578645532
ETC,0,0.172743402911674,0,0,0,0,0,0,0,0,0.109612745676635,0,0.0199177194691603,0,0.0229363501669863,0,0,0,0,0
XMR,0,0.125661815528215,0.00641633500894468,0,0,0.0737316569542759,0.0239769511778683,0.0116571636852457,0,0,0,0,0.0434938443198237,0,0.266808961006507,0,0,0,0,0
ZEC,0,0.263090213569507,0.0211812520529697,0,0,0.117974753369144,0,0,0,0,0,0,0.0127724749741269,0,0.180001866688279,0,0,0,0,0
EOS,0,0.0875008168580339,0,0,0,0.165168315967394,0,0,0.0914205072547602,0,0,0.161003338199824,0,0,0.159235431392068,0,0,0,0,0
BNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0.184030296440734,0.0398189760907902,0,0.160401350741463,0,0,0,0.38083842382201,0.152905662793145,0.050184267108889,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0103262830964541,0,0.0295309925464697,0,0.0120462547491927,0,-0.0112118248451247,-0.0277077706437509,0.0164467094575035,0.0418277405934676,-5.42101086242752e-20,-0.00730558915626317,-0.0233391720179673,0,-0.0392933671164198,0,0,0
CVIX.Index,0,0.00471293571188865,0,0,-0.035038710659975,0.0183913625121514,0,0,0,0.0089713886772536,0,0,0.00726346112889373,-0.00250111034664846,-0.031075605537698,0,0,0,0,0.0460582257550185
DXY.Curncy,0.0169493778121713,0,-0.00341733809161817,0,0.0164909436970429,0,0,0,-0.00319042810431334,-0.000345144230090168,0.00621128226501329,-0.0024382341481767,0,8.94110060704302e-05,-0.00990727107612828,0,-0.0306221280770043,0,0,-0.00112879703637678
SPX.Index,0,0,0,0,0,0,0,-0.0072525187254908,0.000983358420465483,0,0,0,0,0.000394723260464641,0,0,0,0,0,-0.0478872207667062
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
