,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0737083061771826,-2.16840434497101e-19,0.126897465208803,0,0.071122067722819,0.0608305834123434,-0.0249521536882407,0,0,0,0.0390681380496602,0,0,0,0,0
ETH,0,0,0.0845502247196964,0,0.388022633822515,0,0.104496799344446,0.0337629288290262,0,0,0,0,5.55912519663165e-05,0,0,0,0,0
DASH,0,-0.0910376180557872,0,0,0,0,0,0.0694403053271508,0.133127236691407,0,0,0,0,0,0,0,0,0.157537628854119
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.342314778464171,0,0.0426515919845273,0,0,0,0.0478429538544473,0.0700914827770272,0,0.0467356929650468,0,0,0,0,0,0,-0.0889891725766561
LTC,0.171639504156807,0,0,0,0.0452621444566207,0,0.0199257056761177,-0.0106566277429557,0.00931819671658841,0,0,0,0,0,0,0,0,0
ETC,0,0.389787367926865,0.0842282106791392,0,0,0,0,0,0.0630732687434304,0,0,0,0,0,0,0,0,0
XEM,0,0,0.179514988906842,0,0.127312635269017,0,0,0,0.0972873201083429,-0.271288824356883,0,0.207147452622811,0.127304111078622,0,0,0,0,0
ZEC,0,0,0.297875834243777,-0.00737701283461291,0.0792616454816564,0,0,0,0,0.205453783435672,0,0,0,0,-0.0594107122512053,0,0,0
DOGE,0.0138448017337555,0,0,0,0,0,0.176742520487982,0,0.140901206230362,0,0.134534122256636,-0.112648217792388,0.0739860972307425,0,0.147414614466359,0,0,0
XLM,0,-2.16840434497101e-19,0,0,0.0765049615177948,0,0.0335245577403606,0.0675036722678851,0,0,0,0,0.0593999408996075,0,0,0,0,-0.1047546921466
NEO,0,0,0.054948252484976,-0.0219012518941623,0,0,0,0,0.130123690916694,0,0,0,0,0,0,0,0,0
DGB,0.290509257873474,0.00461480305599312,0,0,0,0,0.0684049252791136,0,0,0.03790775440847,0,0,0,0,0,0,0,0
BV010082.Index,0.0319609156200776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0.113767519395712,0.0116561320787683,-0.0560857080556277,0.151036548773473,0,0,0,-0.0320151533299698,0,0.0414685018731074,0,-0.0318308835100589,0,0,0,0,0,0.157834985038308
DXY.Curncy,0.0118092990452783,0,-0.00228037771433273,-0.00463232734871431,0,0,0,0,-0.00719602209829355,0,0,-0.0161577646960546,0,0.066376260119524,0.0105635490198844,0,0,0
SPX.Index,0,0.00251631227785247,0,0,0.00370129499062546,0,0,0,0,0,0,-0.00274339426212157,-0.00316424669442049,0,0,0,0,-0.0237144600242124
VIX.Index,0,0,-0.0148651732517011,0,-0.189382471839524,0,0,0,0,0,0,0,0,0,0.134241912067267,0,0,0
