,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,TRX,ETC,DASH,NEO,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.14149185991701,0,0,0,0,0.200976324587415,0.0406912160496838,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.201708549979742,0,0,0,0,0.0790245420532372,0,0.194168071818023,0,0.0908915658701851,0,0,0,0,0,0
XRP,0,0,0,0,0.154186596783891,0,0,0,0,0.271842562217752,0,0.0640569767025077,0,0.045480648435232,0,0,0,0,0,0
BCH,0,0,0,0,0.328967582671333,0,0,0.0832114819103991,0.110244608059302,0.0526756544329847,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0.198538767227362,0,0,0,0.173257444691091,0.0495482222000286,0.200872025933283,0,0,0,0.0813249397315971,0,0,0,0,0,-0.0200196906364875
XLM,0,0,0,0,0.025086657658082,0,0,0.0860301155043361,0.233897667168323,0.221832975253922,0.00780104199589856,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.496426563122672,0.019500346735818,0,0,0,0,0.074198027115423,0,0.0782167804779379,0,0,0,0,0,0,0,0
ADA,0,0,0,0.0677876614154094,0.0277470525027374,0.215269939499897,0,0,0,0,0.228502647126222,0.147119893854191,0,0.0922415951529452,0,0,0,0,0,0
XMR,0,0,0,0.378683614109704,0.0155789640699599,0.0302000985119239,0,0,0,0.0806035435759014,0,0,0,0.0948009366789279,0,0,0,0,0,0
MIOTA,0,0,0.160684572551694,0,0,0,0,0,0,0,0.190576330774056,0.0869029942287264,0,0.545488542129202,0.0332321685421094,0,0,0,0,0
TRX,0,0,0,0.0882575347611381,0.229570648014559,0,0,0.109019275000428,0.0238345192177923,0.16211157310715,0,0,0,0.0695273109008227,0,0,0,0,0,0
ETC,0,0.122252078803793,0,0,0.101020617096066,0.0552861078576991,0.19781989249042,0,0,0.267024823639407,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0.072551927864949,0,0,0.215295111963199,0,0.0873205734859555,0,0,0,0.108000862095872,0,0,0,0,0,0
NEO,0,0.156170980021333,0,0,0.101994126705646,0,0,0.0820592959662843,0,0.319949516245632,0.261634630970178,0,0,0,0,0,0,0,0,0
BNB,0,0.227597933642479,0.189407373623519,0,0,0,0,0.122357543215219,0,0.0158151266933744,0,0.0251255821788496,0,0.0168164146205735,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0.00257454787232381,0,0,0,-0.0476474686106542,0,0,-0.060910225485137
CVIX.Index,0,0,0,0,0,0.0144073982711763,0,0,0,0.0177222338551837,0.0477948551082056,0,0,0,0,0,0,0,0,0.0742017101100442
DXY.Curncy,0,0,0,0,0,0.0123404462297313,0,0,0.00698203525747346,-0.012017656972885,0,0.00929952359645487,0,0,-0.00768354685779641,0,0.0900005642319797,0,0,-0.00517609878259395
SPX.Index,0,0,0,0,0,0,0,0,0,-0.00297743986236745,0,0,0,0,0,0,0,0,0,-0.0585042759482296
VIX.Index,0.955087786810403,0,0,0,-0.14596857947294,-0.249191856930953,0,0,-0.486289600312078,0.0945606166521254,0,-0.110933293344065,-0.163485800719125,0,0.219599913585077,-0.210750706908834,0.562871905206616,0,-2.53323576753283,0
