,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0796808170856363,0,0,0,0,0.0773972322407519,0.00379803829799048,0,0,0,0.219681039111558,0,0,0,0,0,0
ETH,0,0,0.108461053926916,0.0307941270360658,0,0,0,0,0.138068400396883,0.0574528557343404,0,0,0,0.201726515927834,0,0,0,0,0,0
XRP,0,0,0,0.0237181001123673,0.0374072123469555,0,0.0491577685287823,0.0891361997711833,0.0848249526365917,0.0165778058852939,0.0271052404928307,0,0,0.345129770248742,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0.172788366142405,0.0255812623343723,0.20619088991938,0,0.163306508077572,0,0,0.0800107093218947,0,0,0,0,0,0
EOS,0,0,0,0.214159268751112,0,0,0.0216631126437595,0,0,0.0276425323096951,0.188411700545007,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.166235608376593,0,0,0.0294747899919896,0.0777860512378794,0.00968317467695075,0.0300772194965882,0.0525606198969987,0,0,0.180458324215201,0,0,0,0,0,0
ADA,0,0,0,0.0881447928715876,0.0576472399429029,0,0,0.32903501840199,0.150753429684218,0,0.0499399682407026,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.0172524353747861,0,0.0863530901523167,0,0.0830921017048079,0,0,0,0,0.333787986260021,0,0,0,0,0,0
MIOTA,0,0,0,0.272165668053635,0,0,0.114361742985732,0,0,0,0.0804411394921336,0,0.144541714226961,0.167047639396541,0.0240946293890545,0,0,0,0,0
TRX,0,0,0,0.193535403375062,0.0580708221758438,0,0,0.411516762458773,0,0,0,0.0405148485537243,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.029384271504376,0,0,0.15250397256796,0.159812233597951,0,0,0,0,0.196124363497878,0.0797644764802113,0,0,0,0,0
XMR,0,0,0.287512878736391,0.104692214664224,0,0,0.0697194648562517,0.0185819217635803,0,0,0,0,0,0.228298514844185,0,0,0,0,0,0
DASH,0,0,0,0.0299013477868642,0,0,0,0.218257860132544,0.132625440548873,0.0601827791109697,0.0388478608067506,0,0,0.169930088655786,0,0,0,0,0,0
XEM,0,0.18130877135364,0,0.0350491942116576,0,0,0.0202789455409572,0.218814320900443,0.0622512951434916,0.0500062434561278,0.0710260904541627,0,0,0,0.180092906101343,0,0,0,0,0
ETC,0,0,0.183347550830301,0.0161429444021972,0,0,0.0214345926522732,0.0746109671339366,0.169923246268012,0.093713509190003,0.0581877307851617,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0.000553135661282437,0,0,0,0,0,0,0,0,0,0,0,0,-0.0810087451581903
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,-0.00268473292522031,0,0,0,0,0.0014256672671346,0,0,0.00175804913722347,0,0,-0.0010607795710769,0.000213089435511195,0.00193289240679654,0,0.0449395793583463,0,0,0
SPX.Index,0,0,0,0,0,0,-0.0103167399826059,0,0,0,0,0,0,0,0,0,0,0,0,-0.113102146309536
VIX.Index,0,0,0,-0.0850132280196539,-0.0504646948849495,0,0,-0.150062310823137,0.0244306372395458,0,0.111953905059165,0,0,0,0,0,0,0,-2.74230794209873,0
