,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0393336203561,0.126966782881023,0.0834990111651465,0.0182203258278925,0.00104612069349477,0.0808000583009624,0.0246529671881839,0,0,0,0,0,0
XRP,0.210024667969129,0,0.053766359382407,0.0307616551152419,0.0213621683886572,0.281238644876312,0.0184709941118068,0,0,0,0.371125028774084,0,0,0
LTC,0.163386474656513,0,0,0.103049940070673,0.0562577159327865,0,0,0.0489427633037061,0,0,0,0,0,0.0263560858978353
DOGE,0.645664011048956,0,0,0,0,0.439252658762392,0.0505441899782347,0.0823435363285377,-0.0706585270961076,0,0.0997879233479068,0,0,0
DASH,0,0,0.134843000404008,0.0468545380842439,0,0.163907551767805,0,0,0.062940534574115,0,0,0,0,0
XLM,0.340670675388768,0.142294032974709,0,0.145526707498471,0.0931567960717803,0,0,-0.00508006483347025,0.0332677213616189,0,0,0,0,0
XMR,0,0,0.112966319025532,0,0,0,0,-0.275723706255363,0,0,0,0,0,-0.180236060674976
XEM,0,0,0.163639991131274,0.402582792294503,0,0,0,0,0.101372582842313,0,0,0,0,0
DGB,0,0,0.1290711941325,0.10339228147933,0,0,0.0684303060272754,0,0,0,0,0,0,0
BV010082.Index,0,-0.0371833394329396,0,0,0.00501581786573761,0.0349245730565129,0,-0.0410012499202712,0.00845667076559199,0,0.0758036976982866,0,0,0.0418656405796805
CVIX.Index,0,0,-0.0564754085715092,0,0.0466115662066846,0,0,0,0.0372131264823944,0,0,0,0,0.0872962626856039
DXY.Curncy,0,0,0,0.0199975340148419,0,0.0172749253428185,-0.0142663970626648,-0.0213825166386071,0,0,0.140557328332164,0,0,-0.0258050299339348
SPX.Index,0,0,-0.00424017959654329,0.010863173907196,0,1.0842021724855e-19,0,0,0,0,0.00273747726788059,0,0,-0.0805383498868655
VIX.Index,0,0,-0.180239874763221,0,0,0,-0.103167361856312,0.130796502978871,-0.0247003213793212,0,0,0,-4.03865754059988,0
