,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.00869246215814742,0.256034395582821,0,0.0311083430252849,-0.0227168042074138,0,-0.00281855913487575,0,0.0092320357881217,0.00787466368884057,0,0,0,0,0,0.00898687276934795
ETH,0,0,0,0,0.0913268995328674,0.0499820076592095,0,0,0,0,0.0121184643759543,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.0474382405336555,0,0.408751864775846,-0.0509069941155283,-0.0126341845707669,0,0,0,0,0,0
LTC,0.572954775813614,0,0,0,0,0.0351083125781734,0,0,0.026632930244771,-0.00724402444176043,-0.00465963774651538,-0.000946212709529157,-0.0025518807051478,0,0.0133533959043184,0,0,-0.0108274311637154
XMR,0,0.321924803212598,0,0,0,0,0,0.144968169129774,-0.335762019795599,0,-0.114754637810721,-0.0165642301960316,-0.137233108240827,0,0,0,0,-0.089468436322865
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0.0798836767484048,0,0,0.0613634901813237,0,0.0563988777182952,-0.0515599243213494,-0.0263307801205483,0,0,0,0,0,0
XEM,0,0,0.134630842374244,0,0.0802788821395369,0.135028081358149,0,0,0,-0.0334836963201735,0,0,0,0,-0.093499806766169,0,0,-0.0548369061045454
DOGE,0,0,0.0190036002275797,0,-0.0468442418287759,0,0,0,0,0,0.010271412870784,-0.0099920256559129,0,0,0,0,0,0
XLM,0,0,0.555272942386661,-0.18399634876237,0.0237468894425088,0.173976389506783,0,-0.0331967578903103,0,0,0.0296002414666716,-0.0151786605370702,0.11372273673163,0,0,0,0,0
NEO,0,0,0,0,-0.446720113134085,0,-0.497315903862146,0,1.36499701733655,0,0,0.0270667227467008,0,0,0,0,0,0.0830731994906306
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.0776930575814576,0,0,0,-8.67361737988404e-19,0,-0.105325031202402,0.00723352208254166,0.00231819900054754,0,0.0238182065191127,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0.0598663551241161,0.0129110242477097,0,0,0,0,0,0,0.107024848902118
DXY.Curncy,0,0,-0.00550519529004499,0,0,0,0,0.000513489964538007,0,0,0.00182000436140668,0.000357493671633773,0.00500610546109985,0.0462055146321793,0,0,0,-0.00332961695836905
SPX.Index,0,0,0.00568078442964757,0,0,0,0,0.00580884013083375,0,0,0,-0.000625206554198054,0,0,0,0,0,-0.0684994934668513
VIX.Index,0,0,0,0,-0.16278001903192,-0.319191188488456,0,0.222790130524859,0,-0.0789414965511377,0.00683015974990508,-0.0440251129627462,0,0,0.652400666271563,0,-0.636414117110276,0
