,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0639058617337953,0.152496683327769,0,0,0,0,0.21811007715479,0,0,0,0,0,0.0647392912310613,0,0,0,0,0
ETH,0,0,0,0,0,0.0671096552227402,0.223637449343386,0.054107023140827,0.115285068011717,0.0173155035333927,0,0,0,0,0.0752754410249216,0,0,0,0,0
XRP,0,0,0,0,0.130036716481452,0,0,0.0354789440951146,0,0.0185839834392604,0,0,0,0.30632954506386,0,0,0,0,0,0
LTC,0,0,0,0,0.127373599361331,0,0.0464291543429906,0,0.022285020895985,0.0342340689387593,0.0860651764876195,0,0.0372864386869767,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.121359358356758,0.0242142572161899,0,0.0688919457005152,0.234731491841487,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0.0320086752470058,0,0.194489409924302,0.0624925297375081,0.0846430760762703,0,0,0,0.0897233098961061,0,0,0,0,0
ETC,0,0.265359826835781,0,0.165053072205049,0,0,0,0,0,0.0139166117941439,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.213369655718198,0,0,0.156348787624026,0,0,0,0,0,0.0665885302701339,0,0.0686884328723273,0,0.0843008785106073,0,0,0,0,0
XMR,0,0,0,0.00834397189010605,0.0692349738912774,0.346969296801058,0,0,0,0.0353164861620101,0,0,0,0.231383111621243,0.0418570080167131,0,0,0,0,0
EOS,0,0.218896622378451,0,0,0.202403223566055,0,0,0.220292762525099,0,0,0.0125083764556495,0.137858228653012,0,0,0.0393450546941864,0,0,0,0,0
NEO,0,0,0,0.040667739815774,0,0.0919150889677441,0,0,0.00546224885621767,0.031510857837637,0,0.40717703227379,0,0.127683782742122,0,0,0,0,0,0
ZEC,0,0.211567518041467,0,0,0,0,0,0.0828817216157605,0.0733791133272163,0,0.0214486845226289,0,0,0.182154077143577,0,0,0,0,0,0
DOGE,0,0,0.0164399117578445,0,0.402791202443396,0,0,0,0.166974060612035,0,0.0141113050198277,0,0,0,0.042440359465361,0,0,0,0,0
XLM,0,0,0.354052262808606,0,0,0,0,0,0.558423455914581,0,0.00561840774852328,0,0,0,0.0599511362986867,0,0,0,0,0
DGB,0,0.0355105083839174,0,0,0,0,0,0.130835328709474,0,0.0692154957156492,0.0185576508243652,0,0.224009332742952,0.575371174458217,0,0,0,0,0,0
BV010082.Index,0,0.00954766331952165,0,0,0,0,-0.0227771203155639,0,0,0,-0.00429942220137126,0.0336311451621636,0.00700484837025568,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.00986562858069586,0.00396218835588446,0.00230351697612092,0,-0.00063961276836032,0,-0.00529214456150088,0,0.0187486761108024,0,0.00152726892983626,0.00907452856235159,-0.00426929633345397,-0.0162774031061766,-0.00571939110598136,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,-0.00412075546934133,0,0,0,-0.00107488580387301,0,0,0,0.00110903804277244,0,0,0,0,-0.0506812596383975
VIX.Index,0,0.054976866819264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
