,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.199085034989331,0,0.0956988708990303,0.0202431982823354,0.0147482718506773,0.0100298549476828,0,0.0293927604616845,0,0.0258518994481807,0.0357923373294514,0,0.0686087798001394,0,0,0,0,0,0
ETH,0,0,0,0.118571838924984,0.0438771952017039,0,0,0,0.181776388245158,0.141116694035892,0,0,0,0.0458906339714634,0,0,0,0,0,0
XRP,0,0.0280728695712379,0,0.169200941291876,0.0130126107713758,0,0,0,0.0372727103499554,0.153905169728804,0,0,0,0.248693512543331,0,0,0,0,0,0
BCH,0,0.0187889930907433,0,0,0.266238772961153,0.0384717707726046,0.109365962935486,0,0.0871972747862127,0,0,0,0,0.121461178521604,0.107103721127149,0,0,0,0,0
EOS,0,0,0,0.209133211337242,0,0,0.412374357187153,0,0,0.125289154896195,0.18792256929274,0,0,0.0875684195736489,0,0,0,0,0,-0.0248201018952744
LTC,0,0,0,0.340308278818785,0.0672381782993079,0,0,0,0.0528183758275954,0,0,0,0,0.0428603019814701,0,0,0,0,0,0
ADA,0,0,0,0.264567548394928,0.074016835476602,0,0,0,0.100172691545831,0.208350921244652,0,0,0,0.0652822934534517,0,0,0,0,0,0
XLM,0,0,0,0.113136610537466,0.125195879531607,0,0.124194199302416,0,0.0655449578926486,0.0552023927916322,0,0,0,0.158199810633564,0,0,0,0,0,0
MIOTA,0,0,0,0,0.305084718446187,0,0,0.191781578350437,0,0,0.0211898203964706,0,0,1.0842021724855e-19,0,0,0,0,0,0
TRX,0,0,0,0.0179831460375602,0.276628684276355,0,0,0.267673829777526,0,0,0,0.124251310597897,0,0,0,0,0,0,0,0
NEO,0,0,0,2.16840434497101e-19,0.121946109374479,0,0,0,0.0755253654752749,0.0722501607532202,0,0,0,0.423816917935576,0,0,0,0,0,0
XMR,0,0,0,0.0612231300994364,0.153018918667443,0,0.128905326973837,0,0.0490730197106538,0.0306921843622914,0.124596756380417,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.139451497980561,0,0,0,0,0.0342425222206928,0,0.040966593693003,0,0,0.277565097919921,0,0,0,0,0,0
XEM,0,0.136413088577279,0,0,0.0646804248089358,0,0,0.0665576354086156,0,0,0.567110723934454,0,0,0,0.0683122210610067,0,0,0,0,0
ETC,0,0.263864135572612,0,0.14226521255023,0.0654997096837382,0,0,0,0.0731573002256069,0.0410385566718879,0.0738952808252952,0,0,0.0687215833088181,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106369303759129
CVIX.Index,0,0,0.0954371147773726,0,0.0134527410655432,0,0,-0.0273458370677311,0.0211425615056621,0,0.0722029002681759,0,-0.197770858228878,0,0,0,0,0,0,0.024765666626617
DXY.Curncy,0,0,0,0,0.00875902156883144,0.0103417645435867,0,1.35525271560688e-20,0,0,0,0,0,-0.0191231590557955,0.0102481390969127,-0.0175871702694974,0.0320319591626355,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0562244153963104
VIX.Index,0,0,0.327065900493593,-0.116521905671677,-0.427358959267506,0,0,-0.353214930798404,0.132797006346477,0.217948846095581,0,0,0,0,0.142208827834361,-0.923639461790441,0,0,0,0
