,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0755384713534479,0.00256165435487765,0,0.0445113750784972,0.176550732630157,0,0.109403715282325,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.196021001392414,0,0.0840869670371175,0.0259735050783163,0.117597816192838,0,0,0,0,0.118118602537712,0,0,0,0,0,0
XRP,0,0,0,0.01089131389659,0.136754187623216,0,0,0.0352707473414138,0.0132850483320892,0,0,0,0,0.27331730788129,0,0,0,0,0,0
BCH,0,0,0,0,0.190464813512006,0,0.0962943965970056,0,0.109986268351293,0,0.194006229394643,0,0,0.16629566904595,0,0,0,0,0,0
LTC,0,0.0907946929076144,0,0,0,0,0,0.003148618501114,0.0367822794792673,0,0.702149478721499,0,0,0.0240865522513602,0,0,0,0,0,0
DASH,0,0,0,0.0405367666429501,0,0,0.118445981552331,0.0470946678111558,0.133953730024818,0,0,0,0,0.12994072173452,0,0,0,0,0,0
XEM,0,0.243534029011919,0,0.0451327179615955,0,0.0744435857861029,0,0.0230697353807678,0.0604751687558161,0,0.0229062248375372,0,0,0.00907571166331011,0.0460870191375689,0,0,0,0,0
NEO,0,0,0,0,0.123913630913215,0,0.330732407965296,0,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.101817890616325,0,0,0,0,0,0.109785032389993,0,0.0621628620532422,0,0.341478172055817,0,0,0.136733360091328,0,0,0,0,0
XMR,0,0,0.110791457329381,0.015815028095598,0,0,0,0.00890993387759819,0.062611062933647,0,0.0451139406698608,0.186573848261316,0,0.0640930903251579,0,0,0,0,0,0
ETC,0,0,0,0,0.470574694343872,0,0,0,0.0983794144041688,0,0,0,0,0.0888621750344111,0,0,0,0,0,0
ZEC,0,0,0,0,0,0.356194373631192,0.00738210445107514,0,0,0.056768310266003,0.0131120947859359,0,0,0.145250114490957,0.179835342555603,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.0978021605754393,0.145019896882865,0,0,0,0.0195448095747688,0.0032344389749057,0,0.171145892883379,0.323460529704122,0.149094511707583,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.1129298796574,0.0766768889122492,0,0.111326109295899,0.151287317279441,0,0.13296251592557,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0230823314787503,0,0,0,0,-0.00360216965199882,0,0,0,0,0,0.0460911256728854,0,0,0,0,-0.0279569326146254
CVIX.Index,0,0,0,0.0149370958965664,0,0,-1.73472347597681e-18,0,0.0379545238622309,0,0,-0.0495591807909965,0.0350371350893735,-0.0062639699272524,-0.0274558402856121,0,0,0,0,0.0245070159985052
DXY.Curncy,-0.0054342514488228,0,0,-0.00371606341751282,-0.000689971327172614,-0.0198408953672472,0,0.000428142176847619,0,-0.00103702692762741,0,0,0,0,0.0167836124028173,0.0127112019104889,-0.00993619206335306,0,0,-0.000104209372352833
SPX.Index,0,0,0,0,0,-0.00400246052784307,0,0.000550837533106247,0,-0.000340010850986076,0,0,0,0.000849853104712209,0,0,0,0,0,-0.0387156251626604
VIX.Index,0,0,0,0.0249671710210742,0,-0.251124621380507,0.0294730257045137,0,0.176497877410303,0,0,0,0,0,-0.0739111141402871,0,0,0,0,0
