,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,ATOM,MIOTA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0462318946183065,0,0,0,0,0,0,0.00774967582949914,0,0.0429077434688326,0.0269873720697798,0,0,0,0,0,0
ETH,0,0,0,0,0,0.18562129685548,0,0.00559738238588775,0.0253160706908932,0.0629399205072809,0.0592761002531647,0,0.108433559120246,0.012112199308846,0,0,0,0,0,0
XRP,0,0.0677815485979332,0,0,0,0.0451469823152883,0,0.0798251511123806,0.0677448730499531,0,0.213668893485111,0,0,-0.00228452851824791,0.0220320180182256,0,0,0,0,0.0165089894754675
BCH,0,0,0,0,0.351938347083268,0.0870516395154199,0,0,0.252578834811594,0,0,0,0,0.0305194414071416,0,0,0,0,0,0
LTC,0,0,0,0.120986024913305,0,0,0,0,0.00695854839978275,0,0,0,0.252171301657881,0,0,0,0,0,0,0
EOS,0,0.0730374403446342,0,0.122359048066234,0.128152643851178,0,0,0,0,0,0,0,0.127285739877302,0.00364436704516369,0,0,0,0,0,0
BNB,0,0,0,0,0,0,0,0.0220886124074503,0.225661263227461,0.0232766438710041,0,0.31686212121805,0,0.0448871647971419,0,0.250277923111945,0,0,0,0
XLM,0,0,0,0.0461925934760155,0,0,0,0,0.0927837141588348,0.102443126573507,0.106011440244615,0.143903715241463,0.0199535785122175,0.0235412427574565,0,0,0,0,0,0
ADA,0,0,0.279905034558085,0.315014414216539,0.0575563003912203,0,0,0.00088338317902375,0,0,0,0,0.146045736056325,0,0,0,0,0,0,0
TRX,0,0.0402800686946225,0,0,0,0.261735651223809,0,0.0639726744272925,0.0716058301207202,0,0,0.130204964898928,0,0.0076145966146441,0,0,0,0,0,0
XMR,0,0.273241533653594,0,0,0,0.00339005203688955,0,0.144056103223878,0,0.040300797932097,0,0.277190444398083,0,0.0195147487826261,0,0,0,0,0,0
DASH,0,0.175234433583746,0,0,0,0,0.0231216646797249,0.0338186321593617,0.0228044402480778,0.0620886152631146,0.259942448957988,0,0.0416341544269125,0,0,0,0,0,0,0
BSV,0,0,0,0.0866770698979302,0.288933392967995,0.0430435324932801,0,0,0.07954882249987,0,0.0765507895362644,0,0,0.0048668229861812,0.050023175164249,0,0,0,0,0
ATOM,0,0,0,0,0,0,0.338569904243441,0.394401966151026,0,0,0.605472866550126,0.175008254350481,-0.159058746009491,0,-0.71844592906089,0,-0.073151282657369,0,0,0
MIOTA,0,0,0,0,0,0,0,0.0522934601364401,0.0170091703374842,0,0.212553747992545,0,0.118233715986472,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0.0667764075164837,0,0,0.0316591112994208,0,0,0,0,0,-0.0546273705615116
CVIX.Index,0,0,0,0,-0.0249990826882107,-0.018923824335226,-2.16840434497101e-19,0,-0.0861919098107706,0,0,0,0,0,0,0,0,0,0,0.060741062575627
DXY.Curncy,0,0,0,0,0,0,0.0051299451027641,0,0.00329216870422325,0,0,0,0,0.00422275940449442,-0.0184872772095041,0,0,0,0,0.00719458176206457
SPX.Index,0,0,0,0,0,0,0,0,0,0,0.00351844379354498,0,0,-0.000961630073748743,0,0.026177608019485,0.00578374369628947,0,0,-0.0706875012443788
VIX.Index,0,0,0,0.0037836623486601,0,-0.0526922318416546,0,0,0,0.355230607352041,0,-0.465620455679493,0,-0.0380255359500249,0,0,0.168617450983909,0,-3.88942120686831,0
