,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.152660811545671,0.146135509131218,0.213978534237576,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0.101424892886952,0.223862957439182,0,0,-0.0370166925668353,0,0.0970536231392486,0.0583967541025262,0,0.0256721358243926,0,0,0
XRP,0,0.0322772679145924,0,0,0,0.10405978661607,0.00496573124230497,0.0394954988019623,0.118025856672874,0.0086161549148793,0,0,0,0,0,0,0,0
LTC,0.473795503538093,0,0,0,0.0724298624535603,0,0.0532268964350833,0,0,0.0351925585484236,0,0,0,0,0,0,0,0.0132654334055654
XMR,0.330598605628967,0,0,0.372631230006173,0,0.145401529694399,0,0,0,0,0,0,-0.0979985847071614,0,0,0,0,0
DASH,0.191858572964266,0.452516444311925,0,0,0.142102965196727,0,0.0557060568393259,0.103520156041074,0,0.0147833818552329,0.21724638080056,-0.0368732097514013,0,0,0,0,0,0
ETC,0,0.240684424520434,0,0.0226938930811736,0,0.197917069877049,0,0,0,0.0103067022215819,0.173998749223824,0.0563878486538427,0,0,0,0,0,0
XEM,0.251040967149289,0,0.0470415650327758,0,-0.178590293192605,0.182009264989315,0.044406153113788,0,0,0.178044062501078,0.108398479585717,0,-0.08028004575925,0,-0.290208149385241,0,0,0.143570357622061
DOGE,0.0835019210165409,0,0.255548534165571,0.174520364222545,-0.0602719661531822,0.0632138298992783,0.0545695365035586,0,0,0,0.0695896807892644,0,0.0122143654861849,0,0,0,0,-0.00851827547810612
ZEC,0,0.0740446411021394,0,0.43114017424533,0,0,0.0757885226169659,0,0,0,0,-0.0505102657472252,0.133051609759661,0,0,0,0,0
XLM,0,0.122402330896914,0,0,0.0351436039668509,0,0.186445994180222,0,0.193769626464958,0.0487568913859247,0,0.102060740716057,-0.0452773661724549,0,0,0,0,-0.108141175845955
NEO,0,0,0,0,0,0,0,0,0,-0.114463561526814,0.187887498791113,0,0,0,0,0,0,0
DGB,0.216237447045422,0,0,0,0,0,0.109879608474718,0,0,0,0,0.0669306760447599,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.0491289903994397,0.0691986355889596,-0.0717017044790758,0,0.0544230854623743,-0.0230315120562119,0,0,0,0,0,0,0,0
CVIX.Index,0,0.0775395742153114,0,0,0.0428445100338781,0.0149472375557352,0,-0.0628305562350545,0,-0.051223251548433,0,0,0,0,0,0,0,0.118710701759196
DXY.Curncy,0,0.0117783283366155,0,0.0117316487293549,2.71050543121376e-20,0.00676209065407357,0,-0.0150826523978172,0,0.00211671334464343,0,0,-0.00110005922377579,0.124228372300489,0,0,0,-0.00300490648507366
SPX.Index,0,0,0,-1.0842021724855e-19,0,0.00679088790160562,-0.0057706676005152,0,0,-0.00390342124561614,0.00251173135534381,0.00377497020711146,0,0.0360604384095922,0,0,0,-0.0485925632135405
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
