,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0.0239190691579926,0,0,0,0.0152178349553925,0,0,0,0,0
ETH,0,0,0,1.0842021724855e-19,-0.0269832389604163,0,0.0991997312598336,0.283207770661038,-0.0672755028356438,0.0523208199609125,-0.116483403829731,0,0.0368040973237169,0,0,0,0,0
XRP,0,0.00507645441972265,0,0,0,0,0,0.135734990058762,0.407502605273843,0,0,0,-0.0677787564551252,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.128741559259159,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0.0350447210585959,-0.217803387807879,0.0681744962149935,0.0668264685097819,0.222923681412082,0,0,0,0,0
DASH,0,0,-0.109353062956549,0,0.0071623484311454,0,0,0,0.0215441992532482,0,0.246998262499735,0.0227904069261739,0.0851533230161111,0,0,0,0,0
ETC,0,0.341808077644834,0,0.0513189598145819,0,0.105310860194552,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.348541852285037,-0.0304895782153683,0,0,0.101878234330926,0,0,0.036961081011924,0,0.0432211967746587,0,0,0,0.0702621629341301,0,0,0
XLM,0,0.0360243276472125,0.423637499839539,0.1003957754399,4.33680868994202e-19,0.100930334864617,0.0833408811235734,0,0,0.200111525579363,0,0,0.111652612362707,0,0,0,0,0
DOGE,0,0,0.137421792782417,0.175220096640913,0,0,0.0413487546362809,0,0.176544551988226,0,0.14367129870247,0.0426674743546749,0.181021904905224,0,0,0,0,0
ZEC,0,0,0,-0.0577195974661628,0.0991604831022502,0.212799654015686,0,0.0430942942293272,0,0.195542944728599,0,0,-6.93889390390723e-18,0,0,0,0,0
NEO,-0.262536467701817,0,0,0,-0.0131400767840268,0.108890310199936,0,0,0.0237675269065796,0,0.360361185226249,0,0.0567483897838241,0,0,0,0,0
DGB,0,0,-0.0462546028743876,0,0.0341034304499689,0,0,0,0,0,0,0.146059515236352,0,0,0,0,0,0
BV010082.Index,0.0270163870583636,0.00959022682142891,-0.00793518885261618,-0.00424191349955512,0,-0.00877726004843503,-0.0397646796601222,0,0.0117667820391666,0,-0.0100100826650192,0,0.0143981082049353,0,0,0,0,-0.0985696263114229
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0.00457413784975556,-0.00299042733700186,-0.00720671717486287,0,0,-0.00113221624290742,0,0,-0.00974930126584471,1.35525271560688e-20,0,0,0,0,0.0131300873562667
SPX.Index,0,0,0.00072605807873425,0,0,0,0,0.00258623388145778,0.000499046968891627,0,0,-0.00190697991860186,0.00243207015213243,0,0,0,0,-0.0234982237358165
VIX.Index,0,-0.0790911067190574,-0.0280110096467911,-0.100611136718102,0.0244225437287837,0,0.0883967359909403,0,0.0117770290648402,0.166024011503644,0,-0.0449240349288585,-0.0121049587250511,0,0,0,-1.91519307656815,0
