,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.104373492427631,0.0747414477257293,0,0.109331369369141,-0.0233509980143576,0.176920936125135,0,0,0.0567188717788827,0,0,0,0,0
ETH,0,0,-0.0185338649837418,0,0.108187538317754,0.402638865741168,0.00885573563370163,0.0136016326865606,0,0,0.0794685565968008,0,0.0609368853895832,0,0,0,0,0
XRP,0,0,0,0,0,0,0,-0.040168389341071,0,0,0.815959448001549,0,-0.293786913233806,0,0,0,0,0
LTC,0,0.00846945476303501,0,0,0,0.0916291933032634,0.0343664018827239,-0.0290499364499297,0.0198644541664689,0,0.0968393922529393,0,0,0,0,0,0,0
DASH,0,0,-0.104154436236478,0,0,0,0,0.0329056852165623,0.147368942938587,-0.124813940714342,0,0,0,0,0,0,0,0
XMR,0,0.36138912945775,0,0,0.0211851934353284,0,0,0.0157812277574696,0.091634037569755,-0.0570657894698303,0,0,0,0,0,0,0,0
ETC,0,0.350970749686211,-0.00807235342017034,0.150382961133429,0.0991067147523494,0,0,0,0.0355992885265529,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0.0801153428755718,0,0,0.159694911473423,-0.171423405039857,0,0.0756737799993934,0.165668190398412,0,0,0,0,0
ZEC,0,0.00757290518062573,0,0,0.318493792655691,0,0,0,0,0.195556501943979,0,0,0,0,0,0,0,0
DOGE,0,0,0.13642158108444,0.0481044629393911,0,0,0.187771809681128,-0.00711320469407925,0.0988829792166277,0,0.143782443877742,-0.105326755489634,0.0213057546573617,0,0,0,0,0
XLM,0,0.156895158292073,0.414506713176641,0.175303122825077,0,0,0,0,-0.130183710196193,0,0,0,0.0916121849395126,0,0,0,0,-0.0287426201517558
NEO,0,0,-0.0253172858061593,0,0,0,0,0,0,0.105473023136639,0,0,0,0,0,0,0,0
DGB,0.187202018965798,0.0386210815118897,-0.143197495494557,-0.0767796433531801,0.0465054658433409,0,0,0.0964467114652186,0,0.0849595347419042,0.26669463941434,0,0,0,0,0,0,0
BV010082.Index,0.0218881391600053,0.0307905017850579,0,-0.00116985954039856,0.00152774168945458,0,-0.0646481196867983,0,0,0,0,0,0.0283456780333028,0,0,0,0,0
CVIX.Index,0,0,0.000501484083636421,0.0344605437186073,0,0,0,-0.0372574362443848,0,0,0,0,0.0665092051259606,0,0,0,0,0.0897460624139782
DXY.Curncy,0.00817902592627539,0,0,0.00137922539755688,-0.00205033210726056,0,0,0,-0.00339798632269625,0,0,-0.0184397639717163,-0.000155465793707933,0.00757596140471075,0.0209201759935461,0,0,0
SPX.Index,0,0,0.000849962902267768,0.00259313522014907,0,0.00589606727789993,-0.000272388968966136,0,-1.0842021724855e-19,0,0,-0.00497923353194939,-0.00201748689272492,0,0,0,0,-0.0246140743406122
VIX.Index,0,-0.0137362792000616,0,0,-0.0549352226423783,-0.160571616897865,0,0,0,0,-0.014984717476178,0,0,0,0.0917803575741714,0,0,0
