,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0663653211558635,0.108919407495475,0,0,0.0623110423442234,0.0925228759598319,0,0.108364838180807,0,0,0.114746193246129,0,0,0,0,0
ETH,0,0,0.030605459918492,0.279556446186574,0,0,0.306271781032467,0.0748841725613067,0,0,0,0,0.160401603739449,0,0,0,0,0
DASH,0.626149085845256,0,0,0,0,0,-0.16506521544562,-0.0651263407120117,0.0874042171801766,0,0.28253659979754,0.172922068109558,0,0,0,0,0,0
XMR,0,0.412845941589083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0.175160785052102,0,-0.0284482726218192,0.0370810713103028,0,0,0,0,0
LTC,0.0156349732202943,0,0,0.0101889234665613,0,0,0.114090424230628,-0.0190503172946755,0.00611435943941451,0,0,0,0,0,0,0,0,0
ETC,0.0690510107905372,0.384049621681523,0.0281893180164676,0,0,0,0,-0.0616864398763075,0.0899823790051578,0,0,0,0,0,0,0,0,0
XEM,0.534984513126122,0.018455520728732,0,-0.194115072553113,0.469952057341891,0,0,0,0.217823047487168,-0.753138643298753,0.343685884741676,0.061623269085824,0.0934720969477432,0.299659624250509,-0.586220128509494,0,0,0
ZEC,0,0.0227920373565331,0.242440839204304,0,0,0,0.196677887643995,0,0,0.148727652245359,0,0.0180288154406564,0,0,0,0,0,0
DOGE,0.323142997787502,0,-0.0393404713907339,0.0335565439876881,0.0759624927808398,0,0,-0.0949851190769037,0.119400097933094,0,0.0105097502352872,-0.0365905726641909,0,0.225941234207737,0.146890326587231,0,0,-0.00785614221896845
XLM,0,0,-0.00483841306525619,0.149135768767305,0,0,0,0.0270040367634276,0,0,0,0,0.0989886886502308,0,0,0,0,-0.0966771987315144
NEO,0,0,0,0,0,0,0,0.04558311604935,0,0,0,0,0.060639788614099,0,0,0,0,-0.0904039140423969
DGB,0.302607548129164,0.0441177859940074,0,0,0,0,0,0.0535685355988724,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0.037369701843117,-0.0272870452747371,0.105162740484108,0,0.0858848035013621,0,0,0.0549404163349933,-0.105069410377868,0.0768897812943995,0.00681377204771952,0,0,0,0.154870333400525,0,0,0.0715098114432556
CVIX.Index,0.146308151635543,0,-0.0474751898612896,0,0.067631210934388,0,0,-0.0610774086287444,0,0.0825055205888315,0,-0.0208331286726962,0,0,0,0,0,0.133711018930466
DXY.Curncy,5.42101086242752e-20,0,0.00441056732638462,0,0,0,0,-0.00876351489310565,0,0.0139133838962365,0,0,-0.0032287622854871,0.0701085065727682,0.0395653461806388,0,0,0
SPX.Index,0,0,0.00189763214804666,0.0044987912591675,0,0,0,0.000858246928336636,0,0,0,0,0,0,0,0,0,-0.0343027305781173
VIX.Index,0,-0.0216896702328927,-0.055461479815246,-0.172131510208918,0,0,0,-0.0484485654537877,0,0.148870084927518,0,0,0,0,0.091640809341126,0,0,0
