,BTC,ETH,XRP,BCH,LTC,ADA,XLM,NEO,EOS,MIOTA,DASH,XEM,XMR,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.00167053756678191,0,0.324286492140279,3.46944695195361e-18,0,0.133715656823647,0,0,0,0,0,0,0.0682926079666346,0,0,0,0,0
ETH,0,0,0.032406193769052,0,0.0870306137959331,0,0,0.110284000029957,0.0184243280244393,0.0920633357298259,0,0.0817405007141193,0,0.191830192892163,0.0171523222238573,0,0,0,0,0
XRP,0,0,0,0,0,0,0.083953048666293,0,0.061925806369759,0,0,0.182252228702171,0,0.165244030201489,0.122033172786581,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0.0100531160906249,0,0,0.0968945523993692,0,0.324673763978068,0.251686856177726,-4.33680868994202e-19,0,0,0,0,0
LTC,0.0360765309410365,0,0,0,0,0,0,0,0.0847958938697706,0,0,0,0,0.220932081804334,0.0208974340117768,0,0,0,0,0
ADA,0,0,0.076047570517956,0,0,0,0.104414228052119,0.00664160216795332,0.0785316588436129,0.0826281270811987,0,0.115098912237655,0,0,0.0903769778256904,0,0,0,0,0
XLM,0,0,0.167329568672168,0,0,0.302669111622857,0,0.113098663642451,0,0,0,0.0308715930274235,0.0512311418242716,0.0272734426376894,0,0,0,0,0,0
NEO,0,0.184866551598835,0,0.105158737834783,0,0.0198057535972023,0.107577972911902,0,0,0,0,0.11990452767635,0.149867072363288,0.140502141413061,0,0,0,0,0,0
EOS,0,0,0,0.0494178537527304,0.0720255827407285,0,0,0,0,0,0,0.120799975443977,0,0.334807451649213,0.0948891202597035,0,0,0,0,0
MIOTA,0,0,0.07774312476891,0.00534357536559285,0.154411071136643,0,0,0,0.212643262359522,0,0,0.0966637449712074,0,0.151616187287029,0.00880855624471434,0,0,0,0,0
DASH,0,0,0,0.116602041502838,0,0,0,0,0.0601082479037252,0,0,0,0.173729857976294,0.129084761165554,0.109532958468939,0,0,0,0,0
XEM,0,0,0.0158271970378889,6.93889390390723e-18,0,0,0.170422065963654,0,0.0178303807785738,0.1311564727509,0,0,0.0970352735332572,0.112094527727066,0.0031267524156582,0,0,0,0,0
XMR,0,0,0,0.192321976903835,0,0,0.0217911848048906,0.184699088829409,0,0,0.165850150923854,0,0,0.0731227793316586,0.0494007888820591,0,0,0,0,0
ETC,0,0,0,0.107908166988291,0,0,0,0.0449923448936318,0.132523834490113,0,0.0578709180496383,2.16840434497101e-19,0.217174652095801,0,0.10322305968817,0,0,0,0,0
TRX,0,0,0.17772779279914,0.39103078534226,0,0.213912538422835,0,0,0.015392776993896,0,0,0.0484386420604682,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327151759999842
CVIX.Index,0,0,0.0323901839710231,-0.025392412063266,0,0.0348689239298563,0,0,-0.0108748989411761,0,0,0,0,0,-0.0257050198868589,0,0,0,0,0.0470945323267077
DXY.Curncy,0,0,0,-0.0012983648441883,0,0,-0.00427203218629044,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544651261359196
VIX.Index,0,0,0,0,0,-0.0648883682435119,0,0.0324643039789759,0,0,0,0,0,0,-0.050113217802196,0,0,0,0,0
