,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0614170026627209,0.0668770903292822,0.0793538357215993,0.13266780847397,-0.0185325048883278,0,0.031468669488289,0,0.0523012787292012,0,0,0,0,0
ETH,0,0,-0.0261697471430896,0,0.138020323878616,0,0,0.531334305371543,0,0,0.137326070560552,0,0,0,0,0,0,0
XRP,0,0.057675798980512,0,0,0,0,0,0,0,0,0.386645441907335,0,-0.0583051760325405,0,0,0,0,0
LTC,0,0,0,0,0,0.0613201032875728,-0.0809500910174753,0.0937577034742991,0,0.086947430065611,0.0254693075350737,0,0,0,0,0,0,0
DASH,0,0,-0.135196172891672,0,0,0,0.0737649250220256,0,0.0697686573374769,0,0,0,0,0,0,0,0,0
ETC,0,0.298521973069984,-0.0116202755324957,0.0572991593591408,0.0270903420636398,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,-6.93889390390723e-18,0,0,0,0,0,0.146217587794306,-0.157179627219248,0,0,0.232262339024797,0,0,0,0,-0.0036782402973378
XMR,0,0.358545804704047,0,0,0,-0.0521906086138578,0.0536672643918129,0,0.0470465856384106,-0.0767053278922271,0,0,0,0,0.0759464644289195,0,0,0
ZEC,0,0,0,0,0.187147450527813,0,0.0185051889125005,0.145125713845489,0,0.166985416298097,0,0.11742515099591,0,0,0,0,0,0
DOGE,0,0.124231957903762,0.115231718111518,0.138275077737065,-0.0158131042712459,0,0,0,0.168644997330884,0,0.169777822231941,0,0.0599510915327062,0,0,0,0,0
XLM,0,0.0358016117770912,0.399461860512731,0.157634063358239,0,0,0,0,0,0.189025096760129,0,0,0.252245709000316,0,0,0,0,-0.0734475703256678
NEO,0,0,0,0,0.0919891951984628,0,0,0,0.17130694995094,0,0.0171995102921289,0,0,0,0,0,0,0
DGB,0.301310347874179,0.0106691128751698,-0.103859744885212,-0.0567954656936735,0.0799922123490934,0,0.0255839884064384,0,0,-0.0921224490599324,0.272019724009385,0,0,0,0,0,0,0
BV010082.Index,0.0424233242121489,0.0179928196443968,0,-0.00916566734852628,0,-0.0590065393964088,0,0,0,0,0,-0.0177124173739183,0.0172977250242738,0,0,0,0,-0.0998414674774968
CVIX.Index,0,0,0,0.0197797248370157,0,0,-0.03674835741956,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0184299303539437,0,0.000504339000426952,0.00398973826626169,0,4.97164180167703e-05,-0.004544353960759,0,0,0,0,-0.0196253325640453,0.00746045282840282,0.066127646020561,0.00431778072896098,0,0,0.0281557065028056
SPX.Index,0,0,0.00122394897051006,0.00342494057180919,0,0,0,0.00741531339462338,0,0,0,-0.00401249213102873,0,0,0,0,0,-0.0235448609665816
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
