,BTC,ETH,XRP,LTC,XEM,ETC,DASH,MIOTA,XMR,EOS,NEO,ZEC,XLM,DOGE,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0740985981558677,0.0717339525255328,0,0,-2.16840434497101e-19,0.10646435333807,0,0.0225729297502139,0,0,0,0.079168783053248,0,0,0,0,0
ETH,0,0,0,0,0,0.181811428265903,0.121206128951885,-3.46944695195361e-18,0,0.0252956824074298,0,0.106242095230087,0,0.0844508858593219,0.0741526469771707,0,0,0,0,0
XRP,0,0,0,0,0,0,0.186459122766234,0,0,0.0232532413134003,-0.0302053353637897,0,0.502686610098948,0,0,0,0,0,0,0
LTC,0,0,0,0,0.0770085438488904,0.0594447443611743,0,0,0.00829843927331899,0,0.118772252148928,0,0.0519162222519469,0.0639282056768523,0.00528132632289162,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0.0619557042160982,0.0573024365997242,0.0482643279799449,0,0.253861455335474,0.0894178753644973,0,0,0,0,0,0
ETC,0,0.297426925547263,0,0.136814097599995,0,0,0,0,0,0,0.0167954306339928,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0,0.0260361474865227,0,0,0.238147665587786,0,0.0817127717470766,0,0,0,0.0723112623225082,0,0,0,0,0
MIOTA,0,0.157515663669368,0,0,0.101200036491135,0,0,0,0,0.00898470380144318,0.0654201199236403,0.0401564305902001,-1.73472347597681e-18,0.100794910542929,0.0845854116931101,0,0,0,0,0
XMR,0,0,0,0.0312980422882276,0.0747190499535463,0,0.356789009531706,0,0,0.0290796495431713,-0.0131235740740469,0,0.229680209799352,0,0.0393467646205097,0,0,0,0,0
EOS,0,0.212871567131449,0,0,0.124612541173804,0.0125241217713888,0,0.230188273909694,0,0,0.0357727102582371,0.0174875925430947,0,0,0.0554215531643447,0,0,0,0,0
NEO,0,0,0,0.352517045186685,0,0.317562867753139,0,0,0,0.0129358013967437,0,0.245629900084143,0.0736719981294942,0,0.0354881449212104,0,0,0,0,0
ZEC,0,0.268303866340934,0,0,0,-8.67361737988404e-19,0,0.0375225879733799,0.169163365553807,0.00430704281674336,0.0424072977118405,0,0,0,0,0,0,0,0,0
XLM,0,0,0.541292796881837,0,0,0,0,0,0.244538827174723,0,0.0482749106114662,0,0,0,0.0611397474818042,0,0,0,0,0
DOGE,0,0,0,0.0273316613061477,0.451950368378789,0.155592304072878,0.0769241603682519,0,0.0150414801499236,0,0.00614247162967792,0,0,0,0.0584248989754369,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0.0873955396782098,0.226643441112859,0.0719035581558707,0,0,0.389895400395915,0.203769805295465,0,0,0,0,0,0
BV010082.Index,0,0.0123490752450173,0.00144452044291163,0,0,0,0,0,0,0,0,0,0,0.010992901973902,0,0,0,0,0,0
CVIX.Index,0,0.00568693585732214,0,0,0,0,0,0,-0.0198526870859245,0.006958368572187,0.00617124515933974,0,0,0.0314331115935732,-0.00390271504336206,0,0,0,0,0
DXY.Curncy,0.0260762345677502,0.0129712323787676,0.00515064795129458,0,-0.00403000557495804,0,0,0,0,0.000911687111462203,0.000589491189234818,-0.000949722029091745,-0.00613283396444171,-0.0136774851388588,-0.00469963695133525,0,0,0,0,-0.00301640442264786
SPX.Index,0,0,0,0,0,0,0,-0.00187270049814822,0,0,0,0,0,0,0,0,0,0,0,-0.0513930865036692
VIX.Index,0.0504964195170919,0.112182002907186,0.108898840997225,-0.109133655115889,0,0,0,-0.118544704500643,-0.0568949160438846,0.0242471751563397,-2.16840434497101e-19,0,0,0.0483732422925048,0,0,0,0,0,0
