,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0833504267599991,0,0.408429154869342,0.0166076377815673,0,0.0321974934074861,0.0266820457434791,0.115607415053074,0.027651137469999,0.0298994215502374,0,0,0,0,0
ETH,0,0,0,0,-0.138556038305269,0,0.0477880246685664,0.0503526937738309,0,0,0.069630893220472,0,0,0,0,0
XRP,0,0,0,0,-0.014133457225335,0,0.0134889586533665,0,0,0.0143365140431949,0.06033531739884,-0.235958430303508,0,0,0,-0.0155362057557313
LTC,0.485856008531868,0,0,0,-0.0030901101826696,0.00854800659567749,0.0288908701751286,0,0,0,0,0,0,0,0,-0.00832031814888024
ETC,0,-0.236476702450807,0,0,0,0.181581703015344,-0.0441247212775837,-0.0451245741633335,0,0,0,0,0,0,0,0
DASH,0.0425114938397825,0.0673203741637742,0,0,0.00799624323892697,0,0,0.0357114563419366,0,0.0812182182409526,0,0,0,0,0,-0.10076180792297
XMR,0.646795803604949,0,-0.0680936682675868,0,-4.47362731246887e-05,0,0,0,0,-0.0446562641522336,0.0978267678927394,0,0,0,0,-0.0155929812151195
XEM,1.20003590434842,0.0775424537279365,0,0,0.0224795592544741,0.318378501445975,0,0,0,0.299038742848121,0,0,0,0,0,0.117149900399298
DOGE,0.423534772582212,0.0154759913230488,0.0878161298026916,0.0302843219476261,0,0,-0.00347020701354207,0.0151625804368178,0,0,0,0,0,0,0,0
XLM,0,0,0,0,-0.0495296950605146,0,0.0617316770129892,0.156335567353041,0,0,0,0,0,0,0,0.0689879569526229
DGB,0,0.345545443149481,0,0,0,0,0,0.0760706594887591,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0107503272136417,-0.122116718078383,0,0.0173184953676154,-0.0518460939527049,0.000992402007242241,-0.00516980799544373,0,0.035559519851594,0,0,0.0294298474130111,0,0.753721033788317,-0.0109931320188564
CVIX.Index,0,-0.0764203734556682,0,0,-0.0104226297229232,0,0,0,0,0,0.0443268843193302,0,0,0,0,0.120384931094234
DXY.Curncy,-0.00884427367835887,-0.00804984115028455,0,0,-0.00161272486334273,0,0,0,0,-0.00222723790201506,0,0,0.0284537998523893,0,0,0.00503094130427424
SPX.Index,0,0,0,0,0,0,0,0,0,0,-0.00870058176223161,0,0,0,0,-0.0528142201356056
VIX.Index,0,0,-0.059615087099196,-0.0682258965240627,0.0667815890895003,0,0,-0.0979048677951154,-0.267591977260442,0.283495408887493,0.0477554286578286,0,0.393484702990195,0,-3.3669828799669,0
