,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.245014361937684,0.13267571036729,0,0.248494146892412,0.000104824641952896,0.00782546468777708,0,0,0,0,0,0,0,0,0
ETH,0.0357646291205031,0,0,0,0.038782456125652,0,0.134497518006578,0,0,0,0.0177785520248467,0.14486901672075,0.12892879721385,0,0,0,0,0
XRP,0.00792589921591293,0.105533445321072,0,0,0,0,0.0491416316280513,0.0265609832400141,0.0250301547014399,0,0.0616821259754372,0.0125399429884211,0,0,0,0,0,0
LTC,0.460799600966684,0,0,0,0.0395956998899666,0.0281407870033933,0,0,0.0388099623648285,0,0.0310336097911398,0,0,0,0,0,0,0
XMR,0.58959324686152,-0.0374755842324076,0,0.051554921085823,0,0.0127881691605644,0.196568873370235,0,0,0,0,0,0,0,0,0,0,0.0803118152221053
ETC,0,0.19202028963796,0,0,0.233284525156022,0,0.162675856824569,0.189565778353171,-0.0104010105623636,0,-0.0133020987230844,0.136280877557577,0.109176170216082,0,0,0,0,0.26380184820096
DASH,0.406866477492619,0.0807005992429712,0,0,0.0757201051439879,0.121710889191759,0,0.0850398831258047,0,0,0.0788758804943859,0,0,0,0,0,0,0
XEM,0,0,0,0.0332145300491926,-0.175664332477253,0.0238228876750147,0.297249347005858,0,0.227625650451698,0,0,0,-0.0864704534535368,0,0,0,0,0.134824487256641
ZEC,0.193330727140924,0.225467498321678,0,0.458605529468548,0,0,0,0.0452210382165526,0,0,-0.0698219681447813,0,0.129214895846183,0,0,0,0,-0.0021180306666625
DOGE,0.190354322003458,0,0,0,0,0.046053809066463,0,0.0366605032148189,0,0,0.00809093345086205,0.0708992823581943,0.00438896035959271,0,0,0,0,-0.0145916129993768
XLM,0,0,0,0,0,0.137534396270342,0.00804274153917418,0,0.0587319508918752,0,0,0.0632606415898116,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0.0928820594796525,0.189221700915139,0,0,0,0,0,0.148023014059376,0,0,0,0,0,0
BV010082.Index,0,-0.0817959592322852,0,0,0.0734282802192913,-0.0281481986899504,0,0.0247468715279354,-0.044175146787797,0.121231897597301,0.0459645427383105,0,0.00793691928532981,0,-0.155275673258859,0,0,0
CVIX.Index,0,0,0,0.11937710228555,0.0499770645359839,0.055311802630871,0.0294630018336503,0,-0.0557760401986306,0,-0.0249467009961065,0.0163536039005337,0,0,0,0,0,0.0800187757970205
DXY.Curncy,0,0,-0.0307799104053905,0.00998705167529433,0.00442435773818359,0,0.0213088984788646,0,-0.00169078502911715,0.00716424537415593,-0.00841408120951538,0,0,0.0758317894158557,2.71050543121376e-20,0,0,-0.00115694357820883
SPX.Index,0,0,0,0,0,-0.00685481670250523,0.0112614570845421,0,0,0,-0.00472783882878737,0.00690551946349788,0.000468429253520051,0,0,0,0,-0.0560159858426391
VIX.Index,0,-0.0681910887785649,0.198369268705625,0,0.0727765016848842,0.106797987193158,0,-0.0941197047556432,0,0,-0.199820734555272,-0.00883821871546407,0,0,0.286592758512824,0,0,0
