,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.421761646409273,0.00601938311205519,0.0529427483747149,0.221390400539227,0.0433997786174621,0,0.0319479666544729,0,0,0,0,0
XRP,0,0,0,0.0696696319665387,0,0.283709300296555,-0.016199270518652,0,0,0,0,0,0,0
LTC,0.418063741405146,0,0,0,0,0,0.0150837212685473,0,0.00410806259468078,0,0,0,0,0
DASH,0.38747979344363,0.0608844166401754,0,0,0.0372980638767074,0.793974590966371,-0.19053955128526,0.0902048872625134,0,0.959227834739819,0.122501473336898,0,0,0
XLM,0,0,0,0,0,0.164668885820055,0.036431038241684,-0.100344041647417,0,0,0,0,0,0.122045050575463
DOGE,0.391737135122561,0,0.151566393382174,0.0154989451434715,0,0,0,0,0.0239643321178251,0,0,0,0,0
XMR,0.930010341283599,0,0,0,0.206973215179136,0,0,-0.0664599953773876,0,0,-0.224727115182074,0,0,-0.123166307957458
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.814224118147514,0,0,0,0.0988739265085005,0,0,-0.0304308049478552,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,-0.0163946268620098,-0.0337794477976801,0.00821416929091828,0,0,0,0,0.00311042876855222
CVIX.Index,0.283648510319229,0,0,-0.0388750126568021,-0.0383755129910826,-0.110445578276338,-0.0151575823589309,0,0.0107346444943022,0.268905991502697,0,1.04397946754291,0,0.098171826416016
DXY.Curncy,0,0,0,0,0,0,0.00455200704703404,0,-0.00768779205406236,0,0.11591528681753,0,0,0.0316143128269271
SPX.Index,0,0,0,0,0.0105339190574899,0,0,0,0,0,0,0,0,-0.103131774375253
VIX.Index,0,0,0.127364427652582,-0.0729589380832614,0,0,-0.0844298603146664,0,-0.0539397903389538,0,0.153532380474512,0,-2.79497432065386,0
