,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,-0.00777998505036549,0,0,0,0,0
ETH,0,0,0,0,0.00327451007876032,0,0,0,0,0,0,0,0,0,0,0.103995507797492
XRP,0,0,0,0,0,0,0,0.00211646349070152,0,0.168590951528801,0.0238849318386644,0,0,0,0,0.0240089351198681
LTC,0.387585111787793,0,0,0,0.00611346602115566,0.068243109570231,0,-0.012407326436818,0,0,-0.0182152017101645,0,0.0673298051918713,0,0,0.00160955699004026
XMR,0,0.611950124986159,-0.226511891729148,0,0,0,0.338149266144313,0,-0.243057968921101,0.232278298771783,0,0,0,0,0,0
ETC,0,0,0.0496738830724726,0,-0.010146225446869,0,0.189822614148754,-0.0754171874146533,0.432020414726603,0,0,0,0,0,0,0
DASH,0,-0.257530613559163,-0.106772307598739,0,0.052407820739819,0,0,0.0814372667953079,0,0.15322885054358,-0.0765686569474739,-0.170918250209846,0,0,0,-0.00471426472642513
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432018639204914
DOGE,0,0,0,0,-0.0456758260787499,0,0,0,0,0.06437060060738,-0.0286840167788255,0,0,0,0,0
XLM,0,0,0.558399339976714,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.248534805319192,0,-0.0791650499949503,-0.0434625754423042,-0.144693321879572,0.079738909843729,0,0,0,0,0,0,0,-0.0207585805770818
BV010082.Index,0,0,-0.0338483504804108,-0.0532054242463429,0.0108912834790422,0,0,-0.00974082759922798,-0.21280339109787,0,-0.00123744355706506,0,0,1.24777201737704,0,0.0212034581391172
CVIX.Index,0,0.017671087780855,8.67361737988404e-19,0,-0.0266418146378479,0,0.035331755910893,-0.0468451695971778,0.0870200993031212,0.04978709988679,0.0237797308743874,0,0,0,0,0.0999333670997655
DXY.Curncy,0,0,-0.00111440510036743,0,0.00148760971036985,-0.00124705720970053,0.00793054025037761,-0.00637277690480746,0,0,0.00465004547189794,0.063990505612725,0,0,0,0.00986807472968525
SPX.Index,0,0,0,0,0,0,0,0,0.00912818735793252,-0.000600385792149432,0.00323457615005126,0,0,0,0,-0.0712645662494884
VIX.Index,0,0,0.0647589068555127,0,0,-0.274493572405731,0,0,0,0,0.0290872279949934,0,0.171146245091132,0,-6.60546189135186,0
