,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.010823598874615,0.192904580826035,0,0.0250636513319351,0,0,0.0882639875265332,0.0263897596300293,0,0.000786299748738113,0,0,0.0286614346861712,0,0,0,0,0
ETH,0,0,0,0,0.134677450002615,0.101822017890011,0,0,0,0,0.178633442300755,0.0120469043814805,0.0104462266308918,0,0.0114648750308765,0,0,0,0,0
XRP,0,0,0,0,-0.0427920514290993,0,0,0,0,0,0,0,0,0.495816981400495,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0.101063129943744,0,0.187614621030455,0,0,0.117981912263089,0,0,0,0,0,0,0,0
ETC,0,0.137008162569091,-0.0320633761988619,0.124381942628454,0,0.10079844850989,0.0377116689771406,0,0.0876144219397543,0,0,0.0297664818822208,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0.0510121079765492,0,0,0,0.310384068510738,0,0,0.0728848631207291,0,0.064393285170911,0,0,0,0,0,0
XEM,0,0,0,0.176616994991904,0,0,0,0,0,0,0,0.0127498337137948,0.254351576113047,0.133149169888624,-0.0366662870394829,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.179139195907715,0,0.252018268281404,0,0,0,0,0,-0.0139527862298424,0,0.134973091481009,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0.125523355853965,0,0,0,0,0,0,0.0724050780094254,0,0,0.0578189132609912,0.160402027315909,0,0.0211906398282906,0,0,0,0,0
NEO,0,0,0,0.258386309182209,0.308886414259048,0,0,0,0,0.0379294763371941,0.254049795806473,0,0,0,0.0592479174505718,0,0,0,0,0
DOGE,0,0,0,0.166756939872153,0.015958048943322,0.153050655281239,0.236581355870325,0,0,0,0,0.0176380498834538,0,0,0.0136803778261997,0,0,0,0,0
XLM,0,0,0.501229163548419,0,0,0,0,0,0.249762077761797,0,0,0.057252852555803,0,0,0.0528328001848104,0,0,0,0,0
DGB,0,0,0.312132976581233,0,-0.0383029553188609,0,0,0,0.206949212557081,0.103310594803389,0,0.031723021195651,0.314566201001129,0.0196272218907698,0,0,0,0,0,0
BV010082.Index,0,0,0.021772467474115,0.00425444186091897,0,0,-0.0288797370259016,0,0,0.00503404132316802,0.0113843104389548,0.00147703295806849,0.0101801613981349,0.00531968226750264,0,0,0,0,0,-0.0266075012592223
CVIX.Index,0,0,0,-0.0234049149186393,0,0,0.0173398503681338,-0.0122053628957469,0,0.00466239112646958,0,0.00914872437913414,0.00482388630589811,0,0,0,0,0,0,0.0157706937453503
DXY.Curncy,0,0.00817933385590775,0,-0.00590302041301261,0.00545196223189495,0,0,0,-0.000639019097878321,0.00128049362433153,0.00514991857497038,0,-0.0115499868375201,0.00429248199544363,-0.00198449940505182,0,0,0,0,-0.00613143289371341
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343560777152195,0.000807676371091562,0,0,0,0,-0.0451390655701621
VIX.Index,0,0,0.0194686351640096,-0.127060967244829,0,0,0.0619342681429674,-0.0854002471220758,0,0,0,0.0197449459856259,0,0.00945012232090369,0,0,0,0,0,0
