,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,MIOTA,XEM,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0279079132130143,0,0,0,0.0334415249245528,0.068877743389759,0,0,0,0,0.259369638045267,0,0.0504202445737449,0,0,0,0,0
ETH,0,0,0,0,0,0.162285516360288,0.109487919913787,0,0.0215048778205442,0,0,0,0,0.0247396204047407,0.233365093126269,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.107458985833883,0.0677498869976785,0,0.139184284994209,0,0,0.122358549445503,0.173319457044779,0,0,0,0,0
BCH,0,0,0,0,0,0.122290172370353,0.0894841061478724,0,0,0,0,0.178780344640691,0.38493506500987,1.0842021724855e-19,0,0,0,0,0,0
ADA,0,0,0.0514694823148591,0,0,0,0.0116096319361231,0.341766486759424,0.0512249001255547,0.0171319355648454,0.109391081443696,0,0,0.0496498475422835,0,0,0,0,0,0
LTC,0.198583358589381,0,0,0,0,0,0,0,0.0702092256664231,0.0513392700794012,0.0288664557076392,0,0,0,0.212756264731762,0,0,0,0,0
NEO,0,0.259797557838202,0.0267478824822457,0.150610659139087,0.0382234305667866,0,0,0.140385484571671,0,0,0.0197248463732638,0,0.0895253773532015,0,0.118529793011581,0,0,0,0,0
XLM,0,0,0.1301230220501,0,0.317676364560731,0,0.0645592324044776,0,0,0.064991519382601,0,0,0,0,0.0889926967748295,0,0,0,0,0
EOS,0,0,0,0.0732372214670082,0,0.126075112793514,0,0,0,0,0.0586072436316427,0,0,0.127721774651888,0.235363035177913,0,0,0,0,0
MIOTA,0,0,0,0,0,0.164633148221861,0,0.0395468810607031,0,0,0.135650547048726,0,0,-0.00807024889031449,0.475489309029063,0,0,0,0,0
XEM,0,0,0.095847212832968,0.0516482328531467,0.067382884483674,0,0.114505315263768,0.247653163862278,0.00419459367285565,0.104244740991339,0,0,0,0.0392401127307266,0,0,0,0,0,0
DASH,0,0,0.0140319096969262,0.1810545750689,0,0.12173630974295,0,0,0.0161962374163466,0,-1.0842021724855e-19,0,0.0407047840706673,0,0.231051632464204,0,0,0,0,0
XMR,0.0175241779253569,0,0,0.195418449817352,0,0,0.1757025832752,0.00944713219852759,0,0,0,0.263184210087421,0,0.0354451330337832,0.0284580381804356,0,0,0,0,0
TRX,0,0,0.142253982084436,0.100454563599651,3.46944695195361e-18,0.158263320166652,0,0,0.133503443947311,0,0,0.352487044699988,0,0,0,0,0,0,0,0
ETC,0,0,0.0448581352882424,0.25178091038402,0,0,0.0815501907553055,0,0,0,0.0920654855179975,0.0414778854022236,0.0591065122807953,0.0139397081895758,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340246865143764
CVIX.Index,0,0,0.0146475615947555,-0.036939328632288,0.011234538100591,0,0,0.00376770912211017,0,0,0.0186140520271574,0,0,-0.0232480034007518,0,0,0,0,0,0.0446063846820757
DXY.Curncy,0,0,0,0,-0.00841496655342358,0.0057662094031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76015225266978e-09,0,0,0,0,0,-0.0540672760564094
VIX.Index,0,0,0.00555732998369794,0.0715417098731657,-0.0907290596450791,0,0.0516629716502746,0,0.0142269454754081,0,-0.068130570935563,0,0,-0.0443990915235123,0,0,0,0,0,0
