,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0679136626873608,0,0,0,0,0.00551223408007442,0.129008104539411,0.184003264666619,0.059398698478733,0,0,0.0426850964237629,0,0,0,0,0,0,0
ETH,0,0,0.175296056408975,0.164202427286375,0,0.115447000815318,0.0674697778545875,0,0,0,6.93889390390723e-18,0,0.135678388877498,0.0519276503290556,0,0,0,0,0,0
XRP,0,0.243628131297757,0,0.00773976439470245,0.0392169495737789,0,0.072607337785406,0.231778166691532,0.120168672640652,0,0.0122865804463808,0,0,0.00672906510767166,0.0396371021625963,0,0,0,0,0
BCH,0,0,0,0,0.0464347026209658,0,0,0,0.330772371573652,0,0,0.269891446104469,0,0,0,0,0,0,0,0
EOS,0,0,0,0.175968267267975,0,0,0.0497107224404526,0,0,0,0.229155634391651,0,-1.73472347597681e-18,0.0418888182095585,0.0758602719723646,0,0,0,0,0
LTC,0,0.121893353239578,0,0.249688053427196,0,0,0.0851389515485979,0.0580084085444251,0,0,0.0981569424692296,0,0,0.0504061969512714,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0.127038484957509,0.0338343580255464,0,0.191207975471067,0.167119804602901,0.0288676251408473,0.20315896495585,0,0,0,0,0,0
XLM,0,0,0.0893865369019225,0.090338371270569,0,0,0.146267818301176,0,0,0,0.228046548106766,0,0.0608542340614882,0.144491152241271,0,0,0,0,0,0
MIOTA,0,0,0,0.0740240993250631,0,0,0.0814888519610442,0,0,0.0630993218534945,0.125946940988825,0.0563864448066411,0.161917780146102,0,0,0,0,0,0,0
TRX,0,0,0,0.294251065949768,0.0164018194464041,0,0.0239427816954237,0.23034914115019,0,0,0,0,0,0,0.0797015690020456,0,0,0,0,0
NEO,0,0,0,0,0.0801238261994798,0,0,0.271784942415994,0.172245639129342,0,0,0,0.0832685949501776,0,0.184545367904028,0,0,0,0,0
DASH,0,0.24042792971221,0,0.109086292841056,0,0,0,0.179306839902333,0.121044167018228,0.0822523837191122,0.0376660247175092,0,0,0.0133822156266585,0.0183119538659076,0,0,0,0,0
XMR,0,0,0,0.158050123742858,0,0.1464139638417,0.0389447178380449,0.097772995601747,0.197505832656903,0.06170454788716,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0
XEM,0,0.0677964569935414,0,0.0709200207808608,0,0,0.0436868538415797,0.310366480968541,0.0914667885984702,0.0356593477238627,0,0,0,0,0.158654792910323,0,0,0,0,0
ETC,0,0,0.133714035630959,0,0.115956080882745,0,0.0428481971036712,0.143174343124323,0.154881111533988,0.0255317941542256,0.0683149199844812,0,0,0.010018467265514,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238290035459677
CVIX.Index,0,0,0,0,-0.0229458824083152,0,0,0,0.0417604299824742,-0.0264826875850411,0,0.019559342266134,0,-0.0207488139892797,0,0,0,0,0,0.0213672728410997
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0.0068070598122538,0,0,0.00186037622432439,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,-0.00680720175865315,0.00915570422971632,-0.00596308501347578,-0.0032094267598333,0,0,0,0,0,0,0,0,0,-0.112437598536626
VIX.Index,0,0,0,0,-0.0465145464007713,0,0,0,-0.000828876342603091,-0.0603109783875105,0.200675912670159,0,0,0,0,0,0,0,-4.8958068347838,0
