,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.102110830064928,0,0,0,0,0.0470493331199026,0.0723332779972765,0.154504236700161,0,0,0.0505811354947187,0.0635198379334498,0,0,0,0,0
ETH,0,0,0,0.12719370186651,0.069868245259591,0,0,0,0.162111473001342,0.18189978167087,0,0.00881009097422539,0,0.0309864495670759,0.0457340409323742,0,0,0,0,0
XRP,0,0,0,0.0356337367533194,0.202265428798895,0,0,0,0.175981510140926,0.0503623247588593,0,0,0,0.017499053424989,0.077051495278094,0,0,0,0,0
BCH,0,0,0,0,0.29897052633179,0,0,0.0431484138635006,0.0186664591569801,0.308104348988059,0.0797854446003987,0,0,0.00975457678380152,0,0,0,0,0,0
EOS,0,0,0,0.171749963076687,0,0.0142125912210448,0,0.143630534046933,0.212694565825751,0.1083944090886,0.0554748962528838,8.67361737988404e-19,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.162152480377689,0,0,0.358877142831573,0,0,0,0.129170503838981,0,0,0.0525131708038356,0,0,0,0,0
LTC,0,0,0,0.435247603737477,0.030643247536606,0,0,0,0.100233185886438,0.0141403838245699,0,0,0,0.036425378083728,0,0,0,0,0,0
ADA,0,0,0,0.0631234681740124,0.0786246555531308,0.23818799775432,0,0,0.00775757377528943,0.140408825701154,0.0317758968588225,0,0,0,0.234305206303273,0,0,0,0,0
MIOTA,0,0,0,0,0.215733844746368,0,0,0.0528503954293385,0,0.167842241984724,0,0.404033353574337,0,0,0,0,0,0,0,0
TRX,0,0,0,0.109672174110251,0.251424075598823,0,0,0.261117520440481,0.0378462283084516,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.309861997415061,0.124618126865227,0.00377663912763544,0,0,0,0,0,0.121562980882961,0,0,0,0,0,0,0,0
NEO,0,0.107300450775643,0,0,0.0649778591552675,0,0,0,0.301856512245687,0,0.00708156341696411,0,0,0,0.218213054041688,0,0,0,0,0
DASH,0,0,0,0.153497071030106,0.096933022110974,0,0,0,0.0233503462257788,0,0,0.0705155270331741,0,0.085365305749565,0,0,0,0,0,0
ETC,0.0760780334309644,0.308578835871445,0,0.271154025239336,0,0,0,0,0.0702958607904169,0,0,0,0,0,0.0965561646829526,0,0,0,0,-5.42101086242752e-20
XEM,0,0,0,0,0.0745144495738021,0.0943388948844759,0,0.385619024687806,0.153305697420581,0,0,0.00462387706559953,0,0.0543781768556924,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260929929669698
CVIX.Index,0.00054421278637579,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0369442521709255,0,0.0228140883015075,-0.0984129282243997,-0.0349530303227754,0,-0.237376863578871,0,0,0,0.0170029381740399
DXY.Curncy,0,0,0,0,0,0,0,0.0070392426853895,-0.017188380527135,0,0.00816368249882457,0,0,0,0,0,0.0621311719833218,0,0,-0.00746853232783466
SPX.Index,0,0,0,0.00459082634367879,0,0,0,0,-0.0083009791138736,0,0,0,0,0,0,0,0,0,0,-0.0581096430100546
VIX.Index,0.0456698926217357,0,0,0,-0.324498003287228,-0.198379504614337,0,0,0.365056035993561,0,-0.253939457815509,0,0,0.102238189133329,0.046503300194815,0,0.50040310148622,0,-1.68775774979879,0
