,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.103154455715265,0.026793070134561,0.0394932133538666,0.033195278598243,0,0,0.0421814383396433,0,0,0,0,0
XRP,0,0,0.0468416762491732,0,0,0,0,0,0,0,0,0,0,0
LTC,0.291641766212249,0,0,0.0776612269846773,0,0,0.0294303484654527,0.00401242575035043,0.035833461548674,0,0,0,0,0.0333973731197627
DOGE,0,0.0175502573198577,0.0936838665393133,0,0.221845476394633,0,0,0.112034148519036,0,0,0,0,0,0
XLM,0,0.153319433566631,0.0458786612178116,0.235780448255979,0,0.143947875180471,0,0,0.0483124851013046,0,0,0,0,0
DASH,0,0,0.0725564702666133,0,0.126366005623289,0,0,0,0,0,0,0,0,-0.0550880218670129
XMR,0,0,0,0,0,0,0,0,0.240758116326821,0,-0.295511621838158,0,0,-0.13155312975625
XEM,0,0,0.0998828502253983,0.208861855011494,0,0,0,0,0,0,0,0,0,0.154739043267822
DGB,0.179223728020068,0,0.044997698350734,0,0,0,0.0589995119425945,0.053418029055471,0,0,0,0,0,0.126228436452315
BV010082.INDEX,0,0,-0.00580006492041912,0,0,0,0,0,0,0,0.189068145498482,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.000000089654887692486,0.0000000477278132768949,0,0,0,0,0,0,0.0816467922857588,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687980691576325
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
