,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0480480456164148,0.0158672388795605,0,0,0.065490656623037,0.0242663847137987,0.0216718678581617,0.0833280754550107,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.148985849547905,0,0,0,0,0.0955780612932269,0.225488360460873,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.124137232637602,0,0,0,0.150768799644904,0.0873304250783978,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.252117457588652,0,0,0.116573525578923,0.0166628430409431,0.156264935368619,0.0110049754282745,0.00821022703775913,0,0,0,0,0,0,0,0
EOS,0,0,0,0.0374620629580873,0,0,0,0.0625265343519508,0.119551968053577,0.174822296479923,0.0734002719211041,0.038508775232533,0,0,0,0,0,0,0,0
XLM,0,0,0,0.0414678048274223,0,0,0,0.600424259209804,0.0684918913923503,0,0,0,0,0,-0.00000000000000000346944695195361,0,0,0,0,-0.019145743926909
LTC,0,0,0,0.353761490593266,0.0309439446369033,0,0,0,0.115890122510309,0,0.0290562376222393,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.156047145168016,0.1403845384409,0.168818851646823,0,0,0.0671005750441839,0.141465331232482,0,0,0,0,0.0649633382535106,0,0,0,0,0
MIOTA,0,0,0,0.0728779993735782,0.0351623879061475,0,0,0,0,0,0,0.583396379602554,0,0,0,0,0,0,0,0
TRX,0,0,0,0.352321753457594,0.104440362812944,0.101104078868969,0,0.0640568895157299,0.0980308980291167,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.594316614842552,0.000000000000000000867361737988404,0,0,0,-0.000000000000000000867361737988404,0,0,0.00614820067319365,0,0,0.0521907338443415,0,0,0,0,0
NEO,0,0,0,0.184885687060255,0.100339276270986,0,0,0,0.347690976411347,0.0102452553843777,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.213438705218576,0,0.0649641379716402,0,0,0,0,0,0.188431584136998,0,0.0648650417561341,0,0,0,0,0,0
ETC,0,0,0,0.212834724389123,0,0,0,0,0.075657157094546,0,0.154846343955791,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0.01562554455209,0.151610633099222,0.0517194692808301,0,0.191534366663865,0,0,0,0.016456453112653,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713109567894735
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0601001834265166
VIX.INDEX,0,0,0,0,0,-0.0000109176122471919,0,0,0,0,0,0,0,0,0,-1.07971798179024,0,0,0,0
