,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.145780485515543,0.00617950736229121,0,0,0,0.188185481931742,0.0124484297825399,0,0,0,0,0,-0.00669110590852255
XRP,0,0,0,-0.00346252837894793,0,0.200586558065993,0,0,0.015247039849069,0.0555518059276598,0,0,0,0,0
LTC,0,0,0,0,0,0.0728924772494764,0.0274772763776164,0.166804536372013,0.00516184377250369,0,0,0,0,0,-0.0191839329387121
ETH,0,0,0,0,0,0,0.103572993091831,0.157582155756941,0,0,0,0,0,0,0
DASH,0.201490986727236,0.0169205936421664,0.060206819539048,0.0218410213479452,0,0.0815501613649023,0.106774750623387,0,0.00794617732310467,0,0,0,0,0,-0.0138781847941716
DOGE,0,0.0741820944870653,0.267652723778262,0.0029871323120357,0,0,0.0861355289572662,0.128259114613969,0.00818076537869499,0,0,0,0,0,0
XLM,0,0.0523797634267088,0.38505250949029,-0.0144728954612883,0,0.115234283556393,0,0,-0.0795242677498013,0.0658505018119536,0,0,0,0,0
XMR,0.981899613613334,0,0.0167885427526921,0,0,0,0.0461596150833545,0,-0.00680985558486434,0,0,0,0,0,0
DGB,0.826436332431139,0,0.337612694032387,0.0589978522949655,0,0,0,0,0,0,0,0,0,0,-0.0592248895897251
XEM,0.821415909935606,0.0121936393513885,0,0,-0.23648163380098,0,0.351019295370971,0,-0.00366964411205183,0,0,0,0,0,-0.0230392137384631
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133446988847738
CVIX.INDEX,0,0,0,-0.00000121391472320118,0,0,0,0,0,0.00000195419568606587,0,0,0,0,0.0969483398199692
DXY.INDEX,0,0,0,0,0,0,0,0,0,0.00233738240510216,0,0,0,0,-0.0188430626979881
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0823688581899962
VIX.INDEX,0,-0.000000101280651861814,0,0,-0.00000103713450981788,0,-0.00000145217764816545,0,0,0,0,0,0,-3.2230007206911,0
