,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.350505275014845,0,0,0.0428270493228095,0,0.147686419441611,0,0.025177234462288,0,0,0,0,0
XRP,0.296295249227695,0,0,0,0.0173593265586162,0,0.084377969063231,0.112390317650428,0.0497356061466167,0,0,0,0,0,0
LTC,0.585667182979148,0,0,0,0.016768585017429,0.0438985843473297,0,0,0.00110683559386019,0,0,0,0,0,-0.0339647200850532
ETH,0,0,0,0,0,0.0979187045352163,0,0.246245123541237,0.000000000000000000216840434497101,0.101121734854965,0,0,0,0,0.0659419361558964
DASH,0,0.118624269602019,0.0775178535022694,0,0,0.327192212971295,0,0,0.00000000000000000346944695195361,0,0,0,0,0,0
DOGE,0,0,0.500918612263312,0,0,0,0,0,0.0449326973378748,0.0196803617873804,0,0,0,0,0
XLM,0,0.285406995930008,0.216084590964178,-0.154653306036772,0.00761342409504321,0,0,0,-0.0308867496751847,0.0674328266824539,0,0,0,0,-0.0510514176010296
XMR,0.467823267877183,0.0181908718550034,0,0,0,0,0,0,-0.0720972817777837,0,0,0,0,0,0.0192982331294818
XEM,0,0.0664427650814548,0,0,0,0.868822863150609,0,-0.0392817047966777,0,0.249547512374058,0,0,0,0,0
DGB,0.108480241552154,0,0.281229015555875,0.108405736381997,0,0,0.134122514810718,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0.0126119289195251,0,0,0,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0.000000613739806230093,0,0,0,0,0.000000453840615555514,0,0,0,0,0,-0.0134129599122879
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719395932986945
VIX.INDEX,0,0.0000530433116985408,-0.0000472521053558301,0,-0.00000900322169739094,0,0,0,0,0,0,0,0,-3.87443319008221,0
