,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.530874956734638,-0.00413734467473499,0,0,0.0524164071631481,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0.136148698784268,0,0,0,0.0903632195260279,0,0.0291531517010829,0.0346807522104976,0.000000000000000000433680868994202,0.0155999791349264,0,0,0,0,0
LTC,0.302171764103204,0,0,0,0.0145547828021948,0,0,0.0128690280077465,0,0.00277829706682883,0,0,0,0,0
DOGE,0,0.0572654389437694,0.0111918264038797,0.590068871085294,0,0,0.164359556786233,0,0,0,0,0,0,0,0.0498867309020663
DASH,0,-0.231683394046689,0,0,0,0,0,0,0,0.176473787729656,0,0,0,0,0
XLM,0,0,0.0891515998789274,0,0.156307524750928,0,0,0,0.079032026910294,0.124358303152299,0,0,0,0,0
XMR,0.37822611475537,0,0,0,-0.0073646342059183,-0.248187217244524,0.345555075224564,0,0.0124345597794574,0,0,0,0,0,-0.00667187001189499
XEM,0.0790841168741488,0,0,0.435426428472454,0,0.254580891802853,0.361581364020812,0.0282461085690567,0,0.0590603447067582,0,0,0,0,0
DGB,0.365320552452116,0,0.321765684055785,0,0,0.0524754941615513,0.0872409645291874,0,0.0470346523160489,0,0,0,0,0,0.106710768846844
BV010082.INDEX,0,-0.000475480032154982,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327706353359195
CVIX.INDEX,0,0,0.00000720564530632091,0,0,0,0,0,0,0.00000745823236806253,0,0,0,0,0.0525822687988596
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000171429125768256,0,0,0,0,-0.112872721165476
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
