,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0738755084259154,0,0,0.104637282144041,0,0.0966465472889083,0.0214027340616454,0,0,0.0607573926302154,0,0.000226839698732467,0,0,0,0,0,0,0
ETH,0,0,0,0,0.166446897615611,0,0.0414404005686457,0.025577471513298,0,0.114626915537194,0,0,0.00421926995597421,0.0166642936555701,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0.150540333071399,0.0361014101639884,0.137970060456486,0.102661784919213,0,0,0.0496687861998048,0,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0.146935180053779,0,0,0.245278074424481,0,0.0113675714129882,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0.0839374485827829,0.0419298389903957,0.0670077663692083,0.669119940528379,0,0,0,0.01550987857442,0,0,0,0,0
DASH,0,0,0,0,0,0,0.188678269395874,0.0118304136756428,0,0.056204451214418,0,0,0,0.104509378018486,0,0,0,0,0,0
XEM,0,0.241197399269332,0,0,0.107667480099345,0,0,0.00715743981093726,0.0742863473345158,0.105041051713952,0,0,0.0345958565974245,0,0,0,0,0,0,0
NEO,0,0.443055866741103,0,0.394734013688357,0,0,0,0,-0.130694188937388,0,0,0,0.0639370657791163,0,0.096691796933466,0,0,0,0,0
XMR,0,0,0.104857863704292,0,0,0,0.157076605859272,0.0182967950460148,0,0,0,0,0.0135565405917845,0.251871223779302,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0.0966332196283541,0.0677651551984449,0.0798880418793831,0,0,0,0,0.0502859293951365,0.166666173974426,0.107642523526393,0,0,0,0,0
ETC,0,0,0,0.0603705102839782,0.36091792926644,0,0,0,0,0.0986907616302922,0,0,0.00214722556951304,0,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0.0939409964333869,0,0,0.103323828034184,0.101871203359377,0.113108586879448,0.20794505755819,0.259588016203351,0,0,0.0404680391492308,0,0,0,0,0,0
ZEC,0,0,0,0,0,0,0.0729568720499517,0,0.0723333570220595,0.0683930440348118,0,0,0,0,0.159678742391676,0,0,0,0,0
EOS,0,0,0,0,0.119343620173184,0,0,0.111210243719705,0,0.0402046022089581,0,0,0.00350173022585671,0.037694942769788,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0419147330654756,0,0,0,0,0.00993765316556842,0,0,-0.00849554230558769,0,0,0,0.0410069721804141,0,0,0,0,-0.0637074108650373
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.000234830425517597,0,-0.0011946931924168,0,0,0,0,0,0,0,0,0,0,-0.0254628440110181
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
