,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.00696015021971857,0.0132589800144262,0.0772368852254954,0,0,0,0,0,0.112242288151173,0,0,0,0,0,0,0,0,0
ETH,0,0,0.117539813034186,0.103461337506555,0,0,0,0.0529040923635533,0,0.227281888076132,0.0578639037121328,0,0,0,0,0,0,0,0,0
XRP,0,0.158544012701349,0,0,0,0,0,0.267678387828667,0,0,0.149793263701882,0,0,0,0,0,0,0,0,0
BCH,0,0.385436165261796,0.0437883454350552,0,0.0609212319152443,0,0,0,0,0.0993815989009496,0.0262288194053184,0.0147685174417684,0,0.0151859445149565,0,0,0,0,0,0
EOS,0,0.259436705928179,0.0923270235647188,0,0,0,0,0.0828784788541652,0,0,0.116553004613455,0.0167697707765657,0,0,0,0,0,0,0,0
XLM,0,0,0.138349450230562,0,0,0,0,0.364501200457398,0,0.0721779854195224,0,0,0,0.0583112212212389,0,0,0,0,0,0
LTC,0,0.0785004177195683,0.0294570167357258,0.0596722222767273,0,0,0,0.110094256384627,0,0,0.168274730564516,0.0320697288220993,0,0,0,0,0,0,0,0
ADA,0,0.118540531841992,0.137302249136584,0,0.0222036144352256,-0.00000000000000000346944695195361,0,0,0,0.224873472710741,0,0.00195928391963754,0,0.199140637714482,0,0,0,0,0,0
XMR,0,0.174551966713593,0.102870561753957,0.00700805454830121,0,0,0,0,0,0,0.08537809398536,0,0,0.139593667300198,0,0,0,0,0,0
TRX,0,0.182074509305584,0,0,0,0,0,0.285564566488859,0,0,0.282766725967134,0,0,0,0,0,0,0,0,0
MIOTA,0,0.147384796038921,0.0877738858296906,0,0,0,0,0,0,0.162370542268307,0,0,0,0.291630648624478,0,0,0,0,0,0
DASH,0,0,0.0830998825056738,0,0.175373334809028,0,0,0.00467664290942534,0,0.0186702908619821,0.0885240078536623,0,0,0,0,0,0,0,0,0
BNB,0,0.0665216558614461,0.0263323003169952,0,0,0,0,0,0.013851944681494,0.125521073804055,0,0,0,0.0103794426153424,0,0,0,0,0,0
NEO,0,0.0803191083406564,0.0367411324809579,0.00706293022645777,0,0,0,0.144265606644831,0,0,0.332728595903388,0,0,0,0,0,0,0,0,-0.00740758491528934
ETC,0,0.244276010027051,0.0461019968966163,0,0,0,0,0,0,0,0.113093882959915,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271026186494848,0,0,0,0,0,-0.0136230704906435
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00438439975412868,0,0,0,0,0,0,0,0,0.000609402664293196,0,0,0,0,0.034448563156858,0,0,-0.00386929611981168
SPX.INDEX,0,0,0,0,0,0,0,0,0,0.0000000742270569743385,0,0,0,0,0,0,0,0,0,-0.0506458316617767
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
