,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.381956541731218,0,0,0,0.0706265916995742,0,0.00264971424269265,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,-0.0595281677346213,-0.0434602928996311,0,0,0,0,0.133041039906643
XRP,0,0,0,0,0.0412593783312052,0,0.146012012434808,0,0.0482809745838474,0.0511217606210317,0,0,0,0,0
LTC,0.469312581552071,0,0,0,0.0140856607888755,0,0,0,0.00224645018686248,0,0,0,0,0,0
DOGE,0,0.0300021383585126,0,0.722670262303412,0,0,0.276911364352883,0.0250683174462399,0,0,0,0,0,0,0
DASH,0,-0.159602362767243,0,0,-0.0235350101570366,0,0,0,0,0.0662700191971648,0,0,0,0,0
XLM,0,0,0,0,0.18590922049801,0,0,0,0.0126032673344647,0.053763634068776,0,0,0,0,0
XMR,0.678930198588694,0.0299540938283671,-0.166728680864912,0,0.0202678344471368,-0.118476825246014,0.219269907272647,0,0,0,0,0,0,0,-0.0158982578655618
XEM,0.0000000000000000138777878078145,-0.281285848146557,0.20698409295032,0.619234194519252,0.0587559433358764,0.139416151055548,0,0,0,0,0,0,0,0,0
DGB,0.730681762852541,-0.172649012021508,0.319612285476167,0,0,0.00256543310057374,0,0,-0.0616906255128741,0,0,0,0,0,0.0840488445349651
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383164937572799
CVIX.INDEX,0,0,0,0,0,0,0,0,-0.0000014531048083233,0,0,0,0,0,0.0469890853884032
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00358794652523039
SPX.INDEX,0,0,0,0,0,0,0,0,0,-0.000000101149747072536,0,0,0,0,-0.0903061311937239
VIX.INDEX,0,0,0,0,0.00244705347158888,0,0,0,-0.00051790107314038,0.000740716192250253,0,0,0,-3.10054609485766,0
