,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.131929461922913,0,0,0,0.0368672987057886,0.00915338190647317,0,0.104526814728725,0,0,0,0.0230719171478173,0,0,0,0,0
ETH,0,0,0,0.209174031234717,0,0,0,0,0.0902908096177855,0.220183727955422,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.138456334992324,0,0,0,0.153461161919699,0.125833619965071,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.244158391998629,0,0,0.153383290958091,0.00599385435409669,0.123840773466188,0.0496114330932188,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.0308185637741018,0.121077169850797,0.0871998894376448,0.349796540908553,0.0277790512440064,0,0,0,0,0,0,0,0
XLM,0,0,0,0.0193339272793343,0,0,0,0.632436540450648,0.0412476340925294,0,0,0,0,0,0,0,0,0,0,-0.0376092395426834
LTC,0,0,0,0.358511073573704,0.0308088159202141,0,0,0,0.110574136652069,0,0.00676131344281574,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.279726333438144,0.160044739159134,0.182089202788549,0,0,0.0355021873154371,0,0,0,0,0,0.124716426858259,0,0,0,0,0
MIOTA,0,0,0,0.165364833856324,0,0,0,0,0,0,0,0.531819582500799,0,0,0,0,0,0,0,0
TRX,0,0,0,0.334163831825852,0.130374627351024,0.0294912097122825,0,0.019626149961318,0.0717253524694006,0,0,0.00167730576595884,0,0,0,0,0,0,0,0
XMR,0,0,0,0.595737267355363,0,0,0,0,-0.000000000000000000867361737988404,0,0,0.0996684227141849,0,0,0,0,0,0,0,0
NEO,0,0,0,0.179626910758458,0.0961998973123132,0,0,0,0.358619299226749,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.245563962075461,0,0.077063435590732,0,0,0.0155774338786124,0,0,0.109162555671469,0,0.0609436924088314,0,0,0,0,0,0
ETC,0,0,0,0.283789432090709,0,0,0,0,0.065230966746028,0,0.0478991932862724,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0.065988641845921,0.149004762894714,0.0753442140712258,0,0.151778948729723,0.00000000000000000173472347597681,0,0,0.0470287352077946,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0731678481183426
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497081864474375
VIX.INDEX,0,0,0,0,-0.00000558969574883804,-0.000000942286738882402,0,0,0,0,0,0,0,0,0.00000206345551814802,-0.904803120850415,0.16242751067561,0,0,0
