,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0349169806504534,0.0367564638114193,0,0.0932008628507719,0,0.0668897847983649,0.0321444423421436,0.0304019477347823,0,0,0,0,0
XRP,0,0,0.00831054896242094,-0.0328350603407949,-0.0886720138890021,0.112140253110071,0,0,0,0.0204506461412554,0,-0.218616353353581,0,0,0
LTC,0.400204332666506,0,0,0.0306336753874763,0,0.340755896766288,0,0,0.0744049862491003,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0.0474582295100598,0,0.0398151648790074,0.0267520866381182,0,0.161393775082229,0,0,0,0,0,0,0,0,0
DOGE,0,0,0.136527492132336,0.0137092661023624,0.384352679452892,0,0,0,0.0218028893308702,0.00275786992075964,0,0,0,0,0
XLM,0,0,-0.0136048425268355,-0.0331299673847481,0,0.201552732165027,0,0.180310840127855,0.0326383319365506,0.113431782809101,0,0,0,0,0
XMR,0.654079732005778,0,-0.00521462875598929,0.0284105494651639,0,0,0,0,0,0.178264304627234,0,0,0,0,0
XEM,1.1418156734959,0,0,0,-0.022584037615811,-0.187212058303375,0,0.012486531503755,0,-0.180175962661453,0,0,0,0,-0.0312954371860951
DGB,0.449278521515039,0,0,0.0218043074038661,0,0.112278564828217,0,0,0.0943676005837188,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0150269937985345,-0.0101911059421163,0,0,0,0,0,0,0,0,0,0,-0.0868547956518745
CVIX.INDEX,0,0,0.00000246209762684838,0.0120076821433324,0,0,0,0,0,0,0,0,0,0,0.0546382641342337
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154940528072237
SPX.INDEX,0,0,0,0.00105655125545134,0,0,0,0,0,0,0,0,0,0,-0.0712332686728202
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
