,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.102376797597553,0,0.0549352113317123,0,0.017177493769583,0.0293551778143728,0,0,0,0.122282256195806,0.0564548346128575,0.0540272023287761,0,0,0,0,0
ETH,0,0,0.00207743426012339,0.00909550796372972,0,0.210876925613323,0.0828617051264782,0,0.0623208221093841,0,0,0,0,0.0295308129215093,0.0965969579433949,0,0,0,0,0
XRP,0,0,0,0,0.0198965543580146,0,0,0.103304790148668,0.012061416460965,0.124765098866842,0,0,0,0.0873529673601631,0,0,0,0,0,0
BCH,0,0,0,0,0,0.0343785154212725,0,0,0.175457603173713,0.0692922221025591,0,0.286189673334071,0,0,0.059802163514268,0,0,0,0,0
ADA,0,0,0.0729560445217755,0,0,0,0,0.336926014351881,0.0750258459650148,0.0863932138002876,0,0,0,0,0,0,0,0,0,0
LTC,0.105593868531837,0,0,0.155956078735824,0,0,0,0,0.0182024113397251,0.179594490906875,0,0.0892851555073951,0,0.0146122573813839,0.0168616047075328,0,0,0,0,0
NEO,0,0.156786264207165,0,0,0.0904963460395375,0,0,0.106201060068599,0,0.0300070906060885,0,0,0.174257247491338,0,0,0,0,0,0,0
XLM,0,0,0.124929581044328,0,0.279502640235481,0,0,0,0.0640740309374387,0,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0.0417656910409612,0.142496194335127,0,0,0,0,0,0.0575911623132926,0,0,0,0.097579020124056,0.0439679897999165,0,0,0,0,0
XEM,0,0,0.0419370951496598,0.111352427692702,0.149662593107551,0.111824406088034,0,0.201247428548932,0.037098297143377,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0.0542456357582208,0,0,0.0394103634965724,0.150496128050582,0,0,0,0,0.331535227305417,0,0,0,0,0
DASH,0,0,0,0.0872093415429734,0.0644889864391844,0.0717143691209992,0,0,0,0,0,0,0.0568100421395944,0.0771380192517804,0.171308413799367,0,0,0,0,0
XMR,0,0,0,0.00874069375092339,0.0148574571137284,0,0.206190102811007,0.0898162163990227,0.0783155395916334,0,0,0.0772174753783642,0,0.020096277923474,0.0261693668030876,0,0,0,0,0
TRX,0.295816993893827,0,0.0742162976151862,0.141354574390486,0,0.213483064936126,0,0,0,0,0,0.12699557401241,0,0,0,0,0,0,0,0
ETC,0,0,0,0.129138133214186,0,0,0,0,0.0754685564258834,0.0917452618696442,0,0.204926151525596,0,0.0033826282844705,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,-0.00251739028033845,0,0.00231105795838329,0.0133725564437691,0,-0.00613984896045925,0,0,0.000938269960071114,0,0,0,0,0,-0.0238234538671107
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00252380222810848,0,0,0,0,0,0,0,0,0,0,0.00240259444325445,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0.000443373914429957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302853158718974
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
